split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Spring,0,1,10.03,5,Blue,sup,Zeyzal,Evil Geniuses,Yuumi,Soraka,Nautilus,Xayah,Syndra,Leona,2066,1,3,0,7,12,4,0,0,0,0,1,0,1,0,0.3485,0.4647,16071,466.728,0.236955,90.7841,66.999,44,1.2778,1,0.029,10,64,1.8587,9194,4704,136.6118,0.115246,8100,4,4,0,0,0,0.1162,2420,2483,0,2118,2291,14,302,192,-14,4080,4345,2,3080,3029,21,1000,1316,-19
Summer,0,1,10.15,1,Blue,top,Huni,Evil Geniuses,Rumble,Orianna,Azir,LeBlanc,Ahri,Shen,2153,0,3,1,2,7,14,0,0,0,0,1,1,0,0,0.1951,0.5852,20455,570.0418,0.32567,401.83,496.3586,11,0.3065,7,0.1951,4,35,0.9754,12489,7821,217.9563,0.23072,12400,273,260,13,6,0,7.608,3561,4395,78,3438,4129,75,123,266,3,5140,6923,124,5136,6841,126,4,82,-2
Summer,0,1,10.15,2,Blue,jng,Svenskeren,Evil Geniuses,Volibear,Orianna,Azir,LeBlanc,Ahri,Shen,2153,0,1,5,3,7,14,0,0,0,0,1,0,1,0,0.1951,0.5852,4417,123.0934,0.0703243,754.0269,950.274,11,0.3065,16,0.4459,10,60,1.6721,9883,5215,145.3321,0.153846,9900,167,18,149,108,4,4.654,3248,2844,58,2882,2816,55,366,28,3,4822,4098,81,4535,4883,92,287,-785,-11
Summer,0,1,10.15,3,Blue,mid,Goldenglue,Evil Geniuses,Syndra,Orianna,Azir,LeBlanc,Ahri,Shen,2153,0,1,2,5,7,14,0,0,0,0,1,0,1,0,0.1951,0.5852,16403,457.1203,0.261157,346.5676,153.4696,26,0.7246,15,0.418,13,70,1.9508,13138,8470,236.0427,0.249865,13125,310,276,34,32,2,8.6391,3786,4435,89,3704,4731,89,82,-296,0,6066,7553,151,6097,7971,153,-31,-418,-2
Summer,0,1,10.15,4,Blue,bot,Bang,Evil Geniuses,Ezreal,Orianna,Azir,LeBlanc,Ahri,Shen,2153,0,2,1,2,7,14,0,0,0,0,0,0,0,0,0.1951,0.5852,17281,481.5885,0.275136,378.2815,206.2796,23,0.641,8,0.2229,10,50,1.3934,14500,9832,273.9991,0.290043,13483,330,314,16,15,1,9.1965,3300,3653,90,3545,3276,90,-245,377,0,5145,6090,144,6005,6086,144,-860,4,0
Summer,0,1,10.15,5,Blue,sup,Zeyzal,Evil Geniuses,Nautilus,Orianna,Azir,LeBlanc,Ahri,Shen,2153,0,0,5,4,7,14,0,0,0,0,0,0,0,0,0.1951,0.5852,4253,118.523,0.0677132,481.0869,600.3902,53,1.477,9,0.2508,20,74,2.0622,7228,2560,71.3423,0.0755258,6850,35,35,0,0,0,0.9754,2182,2031,12,2284,2595,13,-102,-564,-1,3110,2951,19,3519,3407,19,-409,-456,0
Summer,0,1,10.14,1,Blue,top,Huni,Evil Geniuses,Gangplank,Ornn,Ezreal,Karma,Thresh,Morgana,1829,1,2,0,4,12,3,1,0,0,0,0,0,0,0,0.3937,0.4921,16834,552.2362,0.312035,396.807,324.8004,13,0.4265,7,0.2296,7,34,1.1154,13673,9666,317.0913,0.26535,11258,283,262,21,4,4,9.2838,2984,4359,71,2868,4310,66,116,49,5,5120,7472,116,5097,7275,117,23,197,-1
Summer,0,1,10.14,2,Blue,jng,Svenskeren,Evil Geniuses,Volibear,Ornn,Ezreal,Karma,Thresh,Morgana,1829,1,2,1,3,12,3,0,0,0,0,0,0,0,0,0.3937,0.4921,4680,153.5265,0.0867486,694.5763,747.392,9,0.2952,12,0.3937,8,54,1.7715,10090,6083,199.5517,0.166993,8900,168,18,150,73,25,5.5112,2900,3067,62,2820,2650,54,80,417,8,5120,4728,85,4300,4745,91,820,-17,-6
Summer,0,1,10.14,3,Blue,mid,Goldenglue,Evil Geniuses,Zoe,Ornn,Ezreal,Karma,Thresh,Morgana,1829,1,0,2,6,12,3,0,0,0,0,1,0,1,0,0.3937,0.4921,9200,301.8043,0.170531,340.6452,143.7179,19,0.6233,8,0.2624,10,38,1.2466,10044,6037,198.0426,0.16573,8150,243,218,25,13,8,7.9716,3223,4476,88,3099,4515,85,124,-39,3,4988,6443,128,5015,6918,126,-27,-475,2
Summer,0,1,10.14,4,Blue,bot,Bang,Evil Geniuses,Aphelios,Ornn,Ezreal,Karma,Thresh,Morgana,1829,1,6,0,2,12,3,2,0,0,0,1,1,0,0,0.3937,0.4921,19065,625.4237,0.353389,123.5757,455.3308,18,0.5905,13,0.4265,8,48,1.5746,15265,11258,369.3166,0.309053,13850,343,303,40,32,4,11.2521,3591,3232,92,3174,3339,86,417,-107,6,7158,5701,135,4565,4930,115,2593,771,20
