split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,1,3,10.16,8,Red,mid,Fenix,Dignitas,Zoe,LeBlanc,Akali,Irelia,Zilean,Shen,1685,0,0,2,0,3,9,0,0,0,0,0,0,0,0,0.1068,0.4273,0,1,9310,331.5134,0.233685,363.7745,202.8605,10,0.3561,1,0.0356,3,16,0.5697,8935,5222,185.9466,0.223602,9175,244,232,12,12,0,8.6884,3410,4789,100,3944,4859,100,-534,-70,0,5337,7590,157,6283,7888,158,-946,-298,-1
Summer,1,3,10.16,9,Red,bot,Johnsun,Dignitas,Ashe,LeBlanc,Akali,Irelia,Zilean,Shen,1685,0,1,1,1,3,9,0,0,0,0,0,0,0,0,0.1068,0.4273,0,1,13120,467.181,0.329317,311.2166,167.5015,10,0.3561,8,0.2849,4,37,1.3175,10960,7247,258.0534,0.310311,10825,288,284,4,4,0,10.2552,3341,3087,88,3254,2932,80,87,155,8,6070,5679,146,5566,5391,139,504,288,7
Summer,1,3,10.16,10,Red,sup,aphromoo,Dignitas,Karma,LeBlanc,Akali,Irelia,Zilean,Shen,1685,0,1,1,1,3,9,0,0,0,0,0,0,0,0,0.1068,0.4273,0,0,4451,158.4926,0.111722,170.7062,118.6113,29,1.0326,7,0.2493,14,52,1.8516,5953,2240,79.7626,0.095915,5495,8,8,0,0,0,0.2849,2018,2783,0,2078,2629,7,-60,154,-7,3842,4137,2,2959,3628,9,883,509,-7
Spring,0,1,10.04,5,Blue,sup,aphromoo,Dignitas,Tahm Kench,Yuumi,Sett,Xayah,Gangplank,Rek'Sai,2231,0,1,2,6,15,12,0,0,0,0,0,0,0,0,0.4034,0.7261,0,0,3726,100.2062,0.0524434,530.8561,857.5347,49,1.3178,13,0.3496,12,102,2.7432,8443,3616,97.2479,0.0884627,7600,38,38,0,0,0,1.022,2619,2565,14,2373,2575,14,246,-10,0,3987,4159,23,3393,3341,18,594,818,5
Summer,0,1,10.12,1,Blue,top,V1per,Dignitas,Aatrox,Trundle,Olaf,Syndra,Nidalee,Morgana,2374,0,1,4,6,8,13,0,0,0,0,1,0,1,0,0.2022,0.5307,0,0,12530,316.6807,0.180267,839.5198,1019.7978,18,0.4549,4,0.1011,8,46,1.1626,12509,7390,186.7734,0.186532,12175,246,224,22,9,4,6.2174,3077,4734,79,3197,4982,81,-120,-248,-2,4946,6634,106,5540,7276,114,-594,-642,-8
Summer,0,1,10.12,2,Blue,jng,Akaadian,Dignitas,Graves,Trundle,Olaf,Syndra,Nidalee,Morgana,2374,0,0,3,5,8,13,0,0,0,0,0,0,0,0,0.2022,0.5307,0,0,14728,372.2325,0.211889,615.5181,579.6293,10,0.2527,8,0.2022,11,46,1.1626,12877,7758,196.0741,0.19582,12600,249,29,220,151,15,6.2932,3430,4028,77,2995,3372,66,435,656,11,5075,5865,101,4750,5417,102,325,448,-1
Summer,0,1,10.12,3,Blue,mid,Froggen,Dignitas,LeBlanc,Trundle,Olaf,Syndra,Nidalee,Morgana,2374,0,0,2,3,8,13,0,0,0,0,1,0,1,0,0.2022,0.5307,0,0,17291,437.0093,0.248763,523.572,265.7035,13,0.3286,7,0.1769,9,36,0.9099,13327,8208,207.4473,0.207178,13375,300,264,36,25,11,7.5821,3484,4997,100,3908,4874,100,-424,123,0,5245,7301,138,6561,8592,177,-1316,-1291,-39
Summer,0,1,10.12,4,Blue,bot,Johnsun,Dignitas,Kalista,Trundle,Olaf,Syndra,Nidalee,Morgana,2374,0,7,2,0,8,13,2,0,0,0,1,1,0,0,0.2022,0.5307,1,1,18276,461.904,0.262934,437.6664,409.2586,37,0.9351,21,0.5307,9,108,2.7296,17972,12853,324.8441,0.324416,16975,384,343,41,12,17,9.7051,3473,3447,98,3251,3268,86,222,179,12,5868,4928,130,4692,4684,116,1176,244,14
Summer,0,1,10.12,5,Blue,sup,aphromoo,Dignitas,Bard,Trundle,Olaf,Syndra,Nidalee,Morgana,2374,0,0,2,8,8,13,0,0,0,0,1,0,1,0,0.2022,0.5307,0,0,6683,168.9048,0.0961472,316.2511,332.8054,79,1.9966,23,0.5813,15,151,3.8163,8528,3409,86.1584,0.0860531,7025,28,28,0,0,0,0.7077,1823,2657,1,2037,2720,14,-214,-63,-13,2995,3825,5,3231,3818,19,-236,7,-14
Summer,0,1,10.11,1,Blue,top,V1per,Dignitas,Sett,Syndra,Varus,Ornn,Zilean,LeBlanc,1533,0,0,4,1,2,13,0,0,0,0,0,0,0,1,0.0783,0.5871,0,0,5678,222.2309,0.163429,632.7593,560.5479,10,0.3914,5,0.1957,2,17,0.6654,7056,3653,142.9746,0.167924,6800,163,163,0,0,0,6.3796,3147,4560,82,3462,5355,79,-315,-795,3,4535,6384,116,5200,7281,119,-665,-897,-3
Summer,0,1,10.11,2,Blue,jng,Akaadian,Dignitas,Nidalee,Syndra,Varus,Ornn,Zilean,LeBlanc,1533,0,1,2,1,2,13,0,0,0,0,0,0,0,0,0.0783,0.5871,0,0,6811,266.5753,0.196039,887.6321,482.1918,18,0.7045,7,0.274,7,43,1.683,8715,5312,207.9061,0.244184,7625,178,34,144,100,12,6.9667,3442,4342,76,3327,3516,67,115,826,9,5065,6398,114,5143,5386,99,-78,1012,15
Summer,0,1,10.11,3,Blue,mid,Froggen,Dignitas,Orianna,Syndra,Varus,Ornn,Zilean,LeBlanc,1533,0,1,3,1,2,13,0,0,0,0,0,0,0,0,0.0783,0.5871,0,0,9280,363.2094,0.267104,365.4795,233.1507,9,0.3523,2,0.0783,6,19,0.7436,8451,5048,197.5734,0.232049,8200,212,198,14,8,2,8.2975,3156,4250,85,3663,4683,98,-507,-433,-13,5309,7496,154,5728,7651,160,-419,-155,-6
Summer,0,1,10.11,4,Blue,bot,Johnsun,Dignitas,Ezreal,Syndra,Varus,Ornn,Zilean,LeBlanc,1533,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0.0783,0.5871,0,2,11194,438.1213,0.322194,415.0294,320.2348,13,0.5088,2,0.0783,5,24,0.9393,9414,6011,235.2642,0.276316,9025,224,220,4,4,0,8.7671,3343,3485,92,3808,3400,93,-465,85,-1,6578,6206,149,6774,5916,151,-196,290,-2
Summer,0,1,10.11,5,Blue,sup,aphromoo,Dignitas,Lulu,Syndra,Varus,Ornn,Zilean,LeBlanc,1533,0,0,2,1,2,13,0,0,0,0,0,0,0,0,0.0783,0.5871,0,0,1780,69.6673,0.0512333,261.5264,115.4207,27,1.0568,11,0.4305,10,50,1.9569,5133,1730,67.7104,0.0795278,5025,40,40,0,0,0,1.5656,1912,2408,11,2396,2885,16,-484,-477,-5,3096,3363,25,3882,3677,22,-786,-314,3
Summer,0,1,10.14,1,Blue,top,V1per,Dignitas,Volibear,Rumble,Ezreal,Olaf,Gangplank,Jayce,2041,1,2,1,19,26,11,1,0,0,0,0,0,0,0,0.7643,1.0877,0,0,12625,371.1416,0.173656,534.9437,844.6448,17,0.4998,4,0.1176,6,30,0.8819,12378,7939,233.3856,0.179088,11400,219,215,4,0,4,6.438,2652,3749,61,3810,4603,76,-1158,-854,-15,4238,6437,104,5508,7045,113,-1270,-608,-9
Summer,0,1,10.14,2,Blue,jng,Dardoch,Dignitas,Graves,Rumble,Ezreal,Olaf,Gangplank,Jayce,2041,1,8,3,14,26,11,2,1,0,0,0,0,0,0,0.7643,1.0877,0,0,17691,520.0686,0.243339,683.4003,798.7849,12,0.3528,9,0.2646,12,42,1.2347,15466,11027,324.1646,0.248749,12025,262,46,216,140,21,7.7021,3311,3928,73,3583,2836,54,-272,1092,19,5183,6070,108,4920,4238,81,263,1832,27
Summer,0,1,10.14,3,Blue,mid,Fenix,Dignitas,Orianna,Rumble,Ezreal,Olaf,Gangplank,Jayce,2041,1,8,1,13,26,11,1,0,0,0,0,0,0,1,0.7643,1.0877,1,0,16584,487.5257,0.228112,310.3185,217.2758,13,0.3822,6,0.1764,7,28,0.8231,15205,10766,316.4919,0.242862,12875,293,265,28,19,6,8.6134,3358,4571,92,4015,4828,80,-657,-257,12,5505,7632,149,5810,7827,133,-305,-195,16
Summer,0,1,10.14,4,Blue,bot,Johnsun,Dignitas,Ashe,Rumble,Ezreal,Olaf,Gangplank,Jayce,2041,1,7,3,15,26,11,1,0,0,0,0,0,0,0,0.7643,1.0877,1,0,18510,544.145,0.254604,471.9451,208.927,16,0.4704,13,0.3822,5,64,1.8814,14880,10441,306.9378,0.23553,12225,268,252,16,16,0,7.8785,3683,3242,87,3434,3715,91,249,-473,-4,5208,4984,130,5815,6472,148,-607,-1488,-18
Summer,0,1,10.14,5,Blue,sup,aphromoo,Dignitas,Blitzcrank,Rumble,Ezreal,Olaf,Gangplank,Jayce,2041,1,1,3,21,26,11,0,0,0,0,0,0,0,0,0.7643,1.0877,0,0,7291,214.3361,0.100287,367.7609,403.5375,42,1.2347,11,0.3234,12,91,2.6752,8596,4157,122.2048,0.0937711,7200,29,29,0,0,0,0.8525,2189,2836,13,2221,2720,13,-32,116,0,3333,3786,19,3406,4005,20,-73,-219,-1
Summer,0,1,10.13,1,Blue,top,Lourlo,Dignitas,Ornn,Xayah,Karma,Syndra,Renekton,Yuumi,2032,0,2,2,2,7,15,0,0,0,0,1,1,0,0,0.2067,0.6496,0,0,8766,258.8386,0.159736,700.0984,950.315,20,0.5906,6,0.1772,9,39,1.1516,11669,7248,214.0157,0.201372,11575,262,254,8,5,0,7.7362,3623,4674,66,3101,4302,82,522,372,-16,5341,7057,113,4751,5758,111,590,1299,2
Summer,0,1,10.13,2,Blue,jng,Dardoch,Dignitas,Graves,Xayah,Karma,Syndra,Renekton,Yuumi,2032,0,2,3,3,7,15,0,0,0,0,1,0,1,0,0.2067,0.6496,0,1,14985,442.4705,0.27306,645.0591,536.1024,12,0.3543,9,0.2657,13,42,1.2402,11675,7254,214.1929,0.201539,12150,223,57,166,114,24,6.5846,3250,3466,58,3299,3828,66,-49,-362,-8,4793,5391,93,5520,6230,102,-727,-839,-9
Summer,0,1,10.13,3,Blue,mid,Fenix,Dignitas,Twisted Fate,Xayah,Karma,Syndra,Renekton,Yuumi,2032,0,1,5,2,7,15,0,0,0,0,0,0,0,0,0.2067,0.6496,0,0,13685,404.0846,0.249371,529.1634,295.7185,9,0.2657,4,0.1181,6,23,0.6791,12015,7594,224.2323,0.210985,11735,242,222,20,13,0,7.1457,3584,4437,87,3310,4174,79,274,263,8,5531,6824,132,5397,7229,137,134,-405,-5
Summer,0,1,10.13,4,Blue,bot,Johnsun,Dignitas,Ashe,Xayah,Karma,Syndra,Renekton,Yuumi,2032,0,2,2,2,7,15,0,0,0,0,0,0,0,0,0.2067,0.6496,0,1,14395,425.0492,0.262309,419.2323,315.7972,17,0.502,9,0.2657,7,49,1.4469,15737,11316,334.1339,0.314393,15825,373,353,20,12,4,11.0138,3726,3567,94,3293,3568,89,433,-1,5,6735,6331,156,6069,6393,144,666,-62,12
Summer,0,1,10.13,5,Blue,sup,aphromoo,Dignitas,Braum,Xayah,Karma,Syndra,Renekton,Yuumi,2032,0,0,3,3,7,15,0,0,0,0,0,0,0,0,0.2067,0.6496,0,0,3047,89.9705,0.0555232,461.3681,448.2283,48,1.4173,16,0.4724,20,91,2.687,7002,2581,76.2106,0.0717105,6200,35,35,0,0,0,1.0335,2073,2098,13,2115,2529,14,-42,-431,-1,3233,2780,20,3103,3182,18,130,-402,2
Spring,0,1,10.04,1,Blue,top,Huni,Dignitas,Mordekaiser,Yuumi,Riven,Syndra,Ahri,Zoe,2242,0,0,4,2,6,17,0,0,0,0,0,0,0,0,0.1606,0.6155,0,0,11278,301.8198,0.159838,709.322,703.6753,10,0.2676,4,0.107,5,25,0.669,12194,7345,196.5656,0.2113,11925,283,281,2,1,0,7.5736,3058,4380,77,3471,4774,88,-413,-394,-11,4421,6519,114,5225,7293,135,-804,-774,-21
Spring,0,1,10.04,2,Blue,jng,Grig,Dignitas,Jarvan IV,Yuumi,Riven,Syndra,Ahri,Zoe,2242,0,0,5,2,6,17,0,0,0,0,0,0,0,0,0.1606,0.6155,0,0,2450,65.5665,0.0347227,861.4897,807.0294,8,0.2141,6,0.1606,8,22,0.5888,9198,4349,116.3872,0.125108,8800,167,26,141,127,0,4.4692,2761,2726,52,3344,3409,61,-583,-683,-9,4173,4596,85,4622,5466,92,-449,-870,-7
Spring,0,1,10.04,3,Blue,mid,Froggen,Dignitas,Ziggs,Yuumi,Riven,Syndra,Ahri,Zoe,2242,0,2,2,1,6,17,0,0,0,0,0,0,0,0,0.1606,0.6155,0,2,23514,629.2774,0.333253,337.5736,240.0803,20,0.5352,3,0.0803,9,20,0.5352,13298,8449,226.1106,0.243061,12235,312,296,16,12,0,8.3497,3049,4043,79,3560,4793,81,-511,-750,-2,4660,6806,130,5597,7639,141,-937,-833,-11
Spring,0,1,10.04,4,Blue,bot,Johnsun,Dignitas,Aphelios,Yuumi,Riven,Syndra,Ahri,Zoe,2242,0,3,3,3,6,17,0,0,0,0,1,1,0,0,0.1606,0.6155,0,3,27949,747.9661,0.396108,329.438,520.1695,16,0.4282,10,0.2676,5,35,0.9367,16743,11894,318.3051,0.342171,16755,383,355,28,20,0,10.2498,3595,3019,80,2493,2978,13,1102,41,67,5394,5128,127,4044,4934,28,1350,194,99
Spring,0,1,10.04,5,Blue,sup,aphromoo,Dignitas,Tahm Kench,Yuumi,Riven,Syndra,Ahri,Zoe,2242,0,1,3,4,6,17,0,0,0,0,1,0,1,0,0.1606,0.6155,0,0,5368,143.6574,0.0760782,455.3791,596.4139,53,1.4184,15,0.4014,17,72,1.9269,7573,2724,72.8992,0.0783588,7475,39,39,0,0,0,1.0437,2303,2481,14,3710,2928,52,-1407,-447,-38,3346,3727,23,5153,5091,89,-1807,-1364,-66
Summer,0,1,10.15,6,Red,top,V1per,Dignitas,Camille,Olaf,Renekton,Galio,Soraka,Zyra,2808,1,0,1,4,8,10,0,0,0,0,0,0,0,0,0.1709,0.3846,2,0,18348,392.0513,0.210894,825.0641,1069.3162,18,0.3846,14,0.2991,6,62,1.3248,19033,13029,278.3974,0.264779,17693,463,407,56,12,22,9.8932,3062,4544,78,3048,4824,74,14,-280,4,4463,6481,113,4655,7358,126,-192,-877,-13
Summer,0,1,10.15,7,Red,jng,Dardoch,Dignitas,Nidalee,Olaf,Renekton,Galio,Soraka,Zyra,2808,1,3,2,0,8,10,0,0,0,0,0,0,0,0,0.1709,0.3846,0,1,17896,382.3932,0.205699,859.7863,588.0556,53,1.1325,45,0.9615,9,131,2.7991,16176,10172,217.3504,0.206719,13275,361,85,276,172,48,7.7137,3137,3443,72,3082,3288,65,55,155,7,4874,5642,115,4891,5267,105,-17,375,10
Summer,0,1,10.15,8,Red,mid,Fenix,Dignitas,Sett,Olaf,Renekton,Galio,Soraka,Zyra,2808,1,0,3,3,8,10,0,0,0,0,0,0,0,0,0.1709,0.3846,0,0,8038,171.7521,0.0923897,881.1111,1406.047,15,0.3205,12,0.2564,12,43,0.9188,13835,7831,167.3291,0.159144,13300,309,304,5,5,0,6.6026,3007,4708,81,3180,4762,87,-173,-54,-6,4711,7499,133,4920,7373,135,-209,126,-2
Summer,0,1,10.15,9,Red,bot,Johnsun,Dignitas,Ezreal,Olaf,Renekton,Galio,Soraka,Zyra,2808,1,5,0,2,8,10,1,0,0,0,1,1,0,0,0.1709,0.3846,0,0,33594,717.8205,0.386133,348.2051,411.2393,23,0.4915,13,0.2778,6,62,1.3248,20507,14503,309.8932,0.294734,25443,473,439,34,27,2,10.1068,3837,3105,97,3493,3498,99,344,-393,-2,5538,4866,139,5269,5820,155,269,-954,-16
Summer,0,1,10.15,10,Red,sup,aphromoo,Dignitas,Karma,Olaf,Renekton,Galio,Soraka,Zyra,2808,1,0,4,6,8,10,0,0,0,0,1,0,1,0,0.1709,0.3846,0,0,9125,194.9786,0.104884,340.6624,248.1838,63,1.3462,16,0.3419,20,101,2.1581,9676,3672,78.4615,0.0746245,9200,41,41,0,0,0,0.8761,2293,3036,3,2045,2906,13,248,130,-10,3320,4304,7,3142,4487,23,178,-183,-16
Summer,0,1,10.14,6,Red,top,V1per,Dignitas,Riven,Twisted Fate,Volibear,Syndra,Malphite,Yuumi,2202,1,5,0,3,14,9,0,0,0,0,0,0,0,0,0.3815,0.6267,0,0,9002,245.2861,0.137519,599.9728,1134.7411,20,0.545,5,0.1362,8,49,1.3351,15318,10550,287.4659,0.267764,14450,333,291,42,15,4,9.0736,2918,4012,78,3690,5065,93,-772,-1053,-15,4686,6810,129,6127,7532,135,-1441,-722,-6
Summer,0,1,10.14,7,Red,jng,Dardoch,Dignitas,Sett,Twisted Fate,Volibear,Syndra,Malphite,Yuumi,2202,1,2,4,10,14,9,0,0,0,0,1,1,0,0,0.3815,0.6267,0,0,11718,319.2916,0.17901,879.891,1058.1471,16,0.436,16,0.436,16,54,1.4714,11247,6479,176.5395,0.164443,11150,191,20,171,120,8,5.2044,3447,3429,63,2949,3209,59,498,220,4,5041,5535,104,4657,5073,100,384,462,4
Summer,0,1,10.14,8,Red,mid,Fenix,Dignitas,Orianna,Twisted Fate,Volibear,Syndra,Malphite,Yuumi,2202,1,4,2,9,14,9,1,0,0,0,1,0,1,0,0.3815,0.6267,0,0,19068,519.564,0.291292,309.1553,319.7548,10,0.2725,2,0.0545,7,18,0.4905,13897,9129,248.7466,0.231699,12675,299,271,28,21,4,8.1471,3127,4432,82,3409,4466,88,-282,-34,-6,5039,7278,141,5390,7502,144,-351,-224,-3
Summer,0,1,10.14,9,Red,bot,Johnsun,Dignitas,Ashe,Twisted Fate,Volibear,Syndra,Malphite,Yuumi,2202,1,2,2,7,14,9,0,0,0,0,1,0,1,0,0.3815,0.6267,1,0,18631,507.6567,0.284617,454.4142,272.2888,18,0.4905,7,0.1907,6,46,1.2534,14294,9526,259.564,0.241775,13350,317,283,34,30,4,8.6376,3195,2880,81,3344,3129,91,-149,-249,-10,4744,4682,120,5845,5608,141,-1101,-926,-21
Summer,0,1,10.14,10,Red,sup,aphromoo,Dignitas,Bard,Twisted Fate,Volibear,Syndra,Malphite,Yuumi,2202,1,1,1,13,14,9,0,0,0,0,1,0,1,0,0.3815,0.6267,0,0,7041,191.8529,0.107562,341.5259,149.2371,84,2.2888,20,0.545,18,126,3.4332,8484,3716,101.2534,0.094319,7550,47,47,0,0,0,1.2807,2008,2918,14,2144,2648,17,-136,270,-3,2874,4089,19,3248,3781,25,-374,308,-6
Summer,0,1,10.15,6,Red,top,V1per,Dignitas,Shen,Galio,Jayce,Caitlyn,LeBlanc,Syndra,1963,1,4,2,8,17,7,1,0,0,0,0,0,0,0,0.5196,0.7336,0,0,12825,392.002,0.209816,637.5038,1052.6745,16,0.489,5,0.1528,5,35,1.0698,12465,8185,250.1783,0.194909,11775,220,197,23,11,0,6.7244,2644,3747,55,2999,4277,72,-355,-530,-17,4908,6562,97,4373,6415,110,535,147,-13
Summer,0,1,10.15,7,Red,jng,Dardoch,Dignitas,Olaf,Galio,Jayce,Caitlyn,LeBlanc,Syndra,1963,1,7,0,6,17,7,0,0,0,0,1,1,0,0,0.5196,0.7336,0,0,15218,465.1452,0.248965,1040.8456,1134.9873,9,0.2751,15,0.4585,11,50,1.5283,13831,9551,291.9307,0.227438,12850,217,45,172,87,30,6.6327,3753,3113,62,2894,2821,60,859,292,2,6559,5708,98,4395,4934,95,2164,774,3
Summer,0,1,10.15,8,Red,mid,Fenix,Dignitas,Zoe,Galio,Jayce,Caitlyn,LeBlanc,Syndra,1963,1,2,1,9,17,7,0,0,0,0,1,0,1,0,0.5196,0.7336,1,0,13876,424.1263,0.22701,409.0576,295.0178,9,0.2751,6,0.1834,6,32,0.9781,12970,8690,265.6139,0.206934,13650,274,250,24,20,4,8.3749,3693,4877,91,3891,4988,101,-198,-111,-10,5796,7751,145,5847,7919,155,-51,-168,-10
Summer,0,1,10.15,9,Red,bot,Johnsun,Dignitas,Ashe,Galio,Jayce,Caitlyn,LeBlanc,Syndra,1963,1,2,3,9,17,7,0,0,0,0,1,0,1,0,0.5196,0.7336,0,0,15024,459.2155,0.245791,510.7183,268.7315,15,0.4585,9,0.2751,4,58,1.7728,15064,10784,329.6179,0.256799,13425,340,315,25,20,1,10.3923,3794,3387,95,3053,3268,76,741,119,19,6458,5987,155,4564,5165,119,1894,822,36
Summer,0,1,10.15,10,Red,sup,aphromoo,Dignitas,Soraka,Galio,Jayce,Caitlyn,LeBlanc,Syndra,1963,1,2,1,11,17,7,0,0,0,0,1,0,1,0,0.5196,0.7336,1,0,4182,127.8248,0.0684172,160.5604,117.5242,36,1.1004,8,0.2445,13,74,2.2618,9064,4784,146.2252,0.11392,7475,10,10,0,0,0,0.3057,2246,2715,2,1933,2159,10,313,556,-8,4029,4469,5,2805,3422,17,1224,1047,-12
