split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.13,8,Red,mid,Jensen,Team Liquid,Azir,Volibear,Varus,Trundle,Wukong,Ornn,2717,1,4,4,6,15,19,0,0,0,0,0,0,0,0,0.3312,0.7508,29556,652.6905,0.307193,534.7442,435.0828,17,0.3754,14,0.3092,9,53,1.1704,19969,14151,312.4991,0.267203,18325,434,393,41,29,3,9.5841,4079,4692,94,2929,4456,72,1150,236,22,6118,7631,156,4878,132,1240,234,24
Summer,0,1,10.13,9,Red,bot,Tactical,Team Liquid,Kalista,Volibear,Varus,Trundle,Wukong,Ornn,2717,1,4,4,7,15,19,0,0,0,0,0,0,0,0,0.3312,0.7508,15416,340.4343,0.160228,331.1815,495.8778,23,0.5079,6,0.1325,6,50,1.1042,18877,13059,288.3842,0.246584,15950,381,340,41,37,0,8.4137,3353,3149,79,3276,2873,73,77,276,6,4963,5267,120,5116,123,-153,-89,-3
Summer,0,1,10.13,10,Red,sup,CoreJJ,Team Liquid,Nautilus,Volibear,Varus,Trundle,Wukong,Ornn,2717,1,0,3,11,15,19,0,0,0,0,0,0,0,0,0.3312,0.7508,6268,138.4174,0.0651471,504.7552,810.2981,84,1.855,16,0.3533,23,145,3.2021,10356,4538,100.2135,0.0856843,9125,42,42,0,0,0,0.9275,2242,2997,14,2070,2607,13,172,390,1,3267,3817,20,3110,19,157,189,1
Spring,0,1,10.03,6,Red,top,Impact,Team Liquid,Mordekaiser,Yuumi,Aphelios,Soraka,Olaf,Rumble,1406,1,5,1,4,15,1,1,0,0,0,0,0,0,1,0.6401,0.6828,9483,404.6799,0.252234,369.0896,375.2347,9,0.3841,3,0.128,4,28,1.1949,9952,6808,290.5263,0.232394,9185,166,162,4,0,4,7.0839,3229,4596,68,3513,4464,77,-284,132,-9,5297,7184,109,4940,112,357,657,-3
Spring,0,1,10.03,7,Red,jng,Broxah,Team Liquid,Sejuani,Yuumi,Aphelios,Soraka,Olaf,Rumble,1406,1,0,0,11,15,1,0,0,0,0,0,0,0,0,0.6401,0.6828,4657,198.734,0.12387,657.1408,493.229,9,0.3841,4,0.1707,10,27,1.1522,8015,4871,207.8663,0.166275,7450,126,6,120,60,21,5.377,3143,3427,62,3290,3445,65,-147,-18,-3,4658,5393,90,4841,104,-183,-231,-14
Spring,0,1,10.03,8,Red,mid,Jensen,Team Liquid,Vladimir,Yuumi,Aphelios,Soraka,Olaf,Rumble,1406,1,3,0,7,15,1,0,0,0,0,0,0,0,0,0.6401,0.6828,11124,474.7084,0.295883,434.2532,207.7809,10,0.4267,4,0.1707,5,25,1.0669,9365,6221,265.4765,0.212357,8575,197,189,8,8,0,8.4068,3378,5005,94,3343,4977,93,35,28,1,5186,8070,148,4895,132,291,558,16
Spring,0,1,10.03,9,Red,bot,Doublelift,Team Liquid,Varus,Yuumi,Aphelios,Soraka,Olaf,Rumble,1406,1,7,0,4,15,1,2,0,0,0,0,0,0,0,0.6401,0.6828,8753,373.5277,0.232817,104.0398,240.8108,9,0.3841,6,0.256,3,22,0.9388,11348,8204,350.0996,0.280046,10150,227,219,8,8,0,9.6871,3742,3248,91,3044,3053,72,698,195,19,6108,5022,149,4521,109,1587,331,40
Spring,0,1,10.03,10,Red,sup,CoreJJ,Team Liquid,Tahm Kench,Yuumi,Aphelios,Soraka,Olaf,Rumble,1406,1,0,0,11,15,1,0,0,0,0,0,0,0,0,0.6401,0.6828,3579,152.7312,0.0951963,315.7468,440.1422,27,1.1522,5,0.2134,6,44,1.8777,6335,3191,136.1735,0.108929,5550,25,25,0,0,0,1.0669,2193,2819,11,1997,2419,12,196,400,-1,3505,4492,20,3104,31,401,577,-11
Spring,0,1,10.03,1,Blue,top,Impact,Team Liquid,Ornn,Sett,Syndra,Miss Fortune,Gragas,Elise,2016,0,0,2,1,1,11,0,0,0,0,0,0,0,0,0.0298,0.3571,15267,454.375,0.304937,782.9762,1158.9881,14,0.4167,5,0.1488,2,24,0.7143,9750,5362,159.5833,0.16895,9000,231,231,0,0,0,6.875,3027,5023,80,3497,4687,83,-470,336,-3,5052,7709,133,5432,130,-380,200,3
Spring,0,1,10.03,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Sett,Syndra,Miss Fortune,Gragas,Elise,2016,0,0,3,1,1,11,0,0,0,0,0,0,0,1,0.0298,0.3571,2161,64.3155,0.043163,757.2619,814.2262,18,0.5357,10,0.2976,11,42,1.25,8909,4521,134.5536,0.14245,8000,166,14,152,114,5,4.9405,2829,2742,54,3542,3794,74,-713,-1052,-20,4449,4839,94,5510,115,-1061,-1344,-21
Spring,0,1,10.03,3,Blue,mid,Jensen,Team Liquid,Ryze,Sett,Syndra,Miss Fortune,Gragas,Elise,2016,0,1,1,0,1,11,0,0,0,0,0,0,0,0,0.0298,0.3571,15230,453.2738,0.304198,398.7202,344.0476,16,0.4762,3,0.0893,9,27,0.8036,15364,10976,326.6667,0.345848,14775,403,364,39,24,5,11.994,3508,4784,98,3338,4860,91,170,-76,7,5548,7908,161,5480,154,68,-50,7
Spring,0,1,10.03,4,Blue,bot,Doublelift,Team Liquid,Kalista,Sett,Syndra,Miss Fortune,Gragas,Elise,2016,0,0,3,1,1,11,0,0,0,0,0,0,0,0,0.0298,0.3571,15471,460.4464,0.309012,339.1964,468.7202,14,0.4167,14,0.4167,4,42,1.25,12942,8554,254.5833,0.26953,12600,357,331,26,23,0,10.625,3560,3419,101,3068,3002,81,492,417,20,5227,5025,148,5138,136,89,-780,12
Spring,0,1,10.03,5,Blue,sup,CoreJJ,Team Liquid,Taric,Sett,Syndra,Miss Fortune,Gragas,Elise,2016,0,0,2,1,1,11,0,0,0,0,0,0,0,0,0.0298,0.3571,1937,57.6488,0.0386889,442.2024,620.1488,45,1.3393,9,0.2679,11,76,2.2619,6712,2324,69.1667,0.073222,6225,45,45,0,0,0,1.3393,2095,2948,12,2406,2649,13,-311,299,-1,3262,4539,23,3446,21,-184,1094,2
Summer,1,3,10.16,6,Red,top,Impact,Team Liquid,Mordekaiser,Lillia,Evelynn,Sett,Ornn,Renekton,1873,0,1,5,3,5,15,0,0,0,0,1,0,1,0,0.1602,0.6407,10110,323.8655,0.171994,715.7715,811.2333,13,0.4164,0,0,4,19,0.6086,9795,5698,182.5307,0.215334,9250,228,215,13,5,4,7.3038,3381,4399,66,3652,4402,82,-271,-3,-16,5036,6999,114,5630,131,-594,43,-17
Summer,1,3,10.16,7,Red,jng,Broxah,Team Liquid,Lee Sin,Lillia,Evelynn,Sett,Ornn,Renekton,1873,0,2,1,3,5,15,0,0,0,0,1,1,0,0,0.1602,0.6407,7103,227.5387,0.120838,719.8719,733.7427,20,0.6407,4,0.1281,13,30,0.961,8907,4810,154.0844,0.181779,8500,130,6,124,86,8,4.1644,3503,3043,52,2933,3051,56,570,-8,-4,5223,4844,77,4439,92,784,-134,-15
Summer,1,3,10.16,8,Red,mid,Jensen,Team Liquid,Kog'Maw,Lillia,Evelynn,Sett,Ornn,Renekton,1873,0,0,3,2,5,15,0,0,0,0,0,0,0,0,0.1602,0.6407,21602,692.0021,0.3675,334.3727,202.1036,14,0.4485,7,0.2242,7,30,0.961,10603,6506,208.4143,0.245867,9785,256,234,22,22,0,8.2007,3100,4432,76,3140,4588,83,-40,-156,-7,5160,6709,123,4769,130,391,-251,-7
Summer,1,3,10.16,9,Red,bot,Tactical,Team Liquid,Jhin,Lillia,Evelynn,Sett,Ornn,Renekton,1873,0,2,1,1,5,15,0,0,0,0,0,0,0,0,0.1602,0.6407,10089,323.1927,0.171637,373.5184,178.5905,12,0.3844,3,0.0961,4,21,0.6727,11399,7302,233.9135,0.275946,11125,271,255,16,12,0,8.6813,3538,3285,84,3205,2960,82,333,325,2,5483,5416,128,4938,119,545,711,9
Summer,1,3,10.16,10,Red,sup,CoreJJ,Team Liquid,Zyra,Lillia,Evelynn,Sett,Ornn,Renekton,1873,0,0,5,2,5,15,0,0,0,0,0,0,0,0,0.1602,0.6407,9877,316.4015,0.16803,269.7918,104.8158,63,2.0182,17,0.5446,13,105,3.3636,6242,2145,68.7133,0.0810735,6175,26,25,1,0,0,0.8329,2282,2695,6,2045,2592,12,237,103,-6,3323,3565,12,3413,20,-90,-169,-8
Summer,1,4,10.16,1,Blue,top,Impact,Team Liquid,Ornn,Lillia,Senna,Azir,Lucian,LeBlanc,2592,1,4,5,15,24,18,0,0,0,0,1,1,0,0,0.5556,0.9722,19247,445.5324,0.167869,1095.3009,1965.1157,23,0.5324,0,0,9,35,0.8102,13304,7741,179.1898,0.158024,12775,189,187,2,1,0,4.375,3347,4650,63,2984,4284,75,363,366,-12,4854,7635,107,5081,127,-227,563,-20
Summer,1,4,10.16,2,Blue,jng,Broxah,Team Liquid,Hecarim,Lillia,Senna,Azir,Lucian,LeBlanc,2592,1,4,3,8,24,18,0,0,0,0,0,0,0,0,0.5556,0.9722,16262,376.4352,0.141834,1185.8333,1249.0046,18,0.4167,16,0.3704,18,60,1.3889,14628,9065,209.838,0.185052,13308,231,38,193,122,16,5.3472,3429,3638,69,3073,3280,64,356,358,5,5377,5740,104,4527,95,850,605,9
Summer,1,4,10.16,3,Blue,mid,Jensen,Team Liquid,Zilean,Lillia,Senna,Azir,Lucian,LeBlanc,2592,1,3,3,16,24,18,0,0,0,0,0,0,0,0,0.5556,0.9722,31189,721.9676,0.272025,664.9306,425.0694,13,0.3009,9,0.2083,6,48,1.1111,17130,11567,267.7546,0.23613,15800,366,348,18,18,0,8.4722,3225,4902,85,3498,5176,100,-273,-274,-15,5010,7708,138,5955,171,-945,-785,-33
Summer,1,4,10.16,4,Blue,bot,Tactical,Team Liquid,Kalista,Lillia,Senna,Azir,Lucian,LeBlanc,2592,1,11,3,9,24,18,3,2,1,0,0,0,0,0,0.5556,0.9722,39288,909.4444,0.342663,549.1435,1224.2361,14,0.3241,18,0.4167,2,52,1.2037,21277,15714,363.75,0.320789,19200,421,372,49,31,0,9.7454,3456,3224,90,2943,2586,75,513,638,15,5622,5183,143,4457,118,1165,391,25
Summer,1,4,10.16,5,Blue,sup,CoreJJ,Team Liquid,Thresh,Lillia,Senna,Azir,Lucian,LeBlanc,2592,1,2,4,13,24,18,0,0,0,0,0,0,0,0,0.5556,0.9722,8669,200.6713,0.0756094,702.9398,467.7315,62,1.4352,22,0.5093,17,125,2.8935,10462,4899,113.4028,0.100005,9025,48,44,4,0,0,1.1111,2036,2477,13,2009,2557,11,27,-80,2,3715,3944,21,2924,16,791,576,5
Summer,1,5,10.16,6,Red,top,Impact,Team Liquid,Ornn,Lillia,Caitlyn,Senna,Orianna,Kog'Maw,2104,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0.0285,0.4278,9163,261.3023,0.230087,622.5285,841.7395,12,0.3422,4,0.1141,1,26,0.7414,11151,6583,187.7281,0.223508,10775,278,264,14,9,0,7.9278,3377,4915,94,3160,4592,80,217,323,14,4876,7568,135,5621,151,-745,-387,-16
Summer,1,5,10.16,7,Red,jng,Broxah,Team Liquid,Volibear,Lillia,Caitlyn,Senna,Orianna,Kog'Maw,2104,0,0,3,0,1,14,0,0,0,0,0,0,0,1,0.0285,0.4278,2813,80.2186,0.0706358,695.6749,787.3004,9,0.2567,4,0.1141,10,29,0.827,8122,3554,101.3498,0.12067,7850,142,10,132,99,7,4.0494,3013,3190,64,3201,3706,67,-188,-516,-3,4425,4995,100,5024,103,-599,-534,-3
Summer,1,5,10.16,8,Red,mid,Jensen,Team Liquid,Azir,Lillia,Caitlyn,Senna,Orianna,Kog'Maw,2104,0,1,2,0,1,14,0,0,0,0,0,0,0,0,0.0285,0.4278,13505,385.1236,0.339117,363.0513,277.8707,15,0.4278,12,0.3422,5,35,0.9981,13671,9103,259.5913,0.309064,12960,378,344,34,31,0,10.7795,3477,4916,98,3362,4795,88,115,121,10,5384,7734,156,5337,146,47,-18,10
Summer,1,5,10.16,9,Red,bot,Tactical,Team Liquid,Ashe,Lillia,Caitlyn,Senna,Orianna,Kog'Maw,2104,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0.0285,0.4278,12041,343.3745,0.302355,445.751,297.1768,15,0.4278,5,0.1426,7,44,1.2548,12677,8109,231.2452,0.275317,12880,337,317,20,17,0,9.6103,3261,3542,86,3850,3508,98,-589,34,-12,4993,6000,139,5777,155,-784,116,-16
Summer,1,5,10.16,10,Red,sup,CoreJJ,Team Liquid,Bard,Lillia,Caitlyn,Senna,Orianna,Kog'Maw,2104,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0.0285,0.4278,2302,65.6464,0.0578043,263.4125,214.8479,79,2.2529,22,0.6274,14,131,3.7357,6672,2104,60,0.0714411,6000,45,45,0,0,0,1.2833,1977,2383,12,2017,2577,11,-40,-194,1,3019,3737,23,2964,22,55,201,1
Summer,1,1,10.16,1,Blue,top,Impact,Team Liquid,Mordekaiser,Olaf,Gangplank,Sett,Twisted Fate,Morgana,2274,1,4,1,2,12,6,1,1,0,0,0,0,0,0,0.3166,0.4749,18251,481.5567,0.233419,555.0132,862.8232,12,0.3166,5,0.1319,1,30,0.7916,15318,10403,274.4855,0.228671,14985,311,291,20,0,4,8.2058,3132,4543,85,3335,4885,91,-203,-342,-6,4934,7848,142,5170,150,-236,-45,-8
Summer,1,1,10.16,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Olaf,Gangplank,Sett,Twisted Fate,Morgana,2274,1,0,2,8,12,6,0,0,0,0,0,0,0,0,0.3166,0.4749,4804,126.7546,0.0614401,799.5515,978.2586,21,0.5541,4,0.1055,13,47,1.2401,11156,6241,164.6702,0.137189,10000,192,12,180,118,11,5.066,3122,3527,69,2937,3060,58,185,467,11,4531,5569,103,4457,96,74,366,7
Summer,1,1,10.16,3,Blue,mid,Jensen,Team Liquid,Azir,Olaf,Gangplank,Sett,Twisted Fate,Morgana,2274,1,4,0,6,12,6,0,0,0,0,0,0,0,0,0.3166,0.4749,22258,587.2823,0.284666,346.4644,248.5224,14,0.3694,13,0.343,7,51,1.3456,17678,12763,336.7546,0.280545,15925,414,365,49,33,12,10.9235,3758,5218,104,3296,4618,91,462,600,13,5726,8188,166,5222,152,504,543,14
Summer,1,1,10.16,4,Blue,bot,Tactical,Team Liquid,Ashe,Olaf,Gangplank,Sett,Twisted Fate,Morgana,2274,1,3,2,7,12,6,0,0,0,0,0,0,0,0,0.3166,0.4749,23670,624.5383,0.302724,505.6464,277.2296,19,0.5013,11,0.2902,7,76,2.0053,16929,12014,316.9921,0.264081,15975,361,339,22,16,6,9.5251,3293,3442,89,2898,2552,67,395,890,22,5526,5768,142,4527,115,999,1100,27
Summer,1,1,10.16,5,Blue,sup,CoreJJ,Team Liquid,Bard,Olaf,Gangplank,Sett,Twisted Fate,Morgana,2274,1,1,1,10,12,6,0,0,0,0,0,0,0,1,0.3166,0.4749,9207,242.9288,0.117752,304.9604,272.8496,86,2.2691,22,0.5805,14,148,3.905,8987,4072,107.4406,0.0895136,7950,29,27,2,2,0,0.7652,2055,2860,4,2003,2540,12,52,320,-8,2919,3702,7,2891,16,28,379,-9
Summer,1,2,10.16,1,Blue,top,Impact,Team Liquid,Mordekaiser,Olaf,Sett,Galio,Gangplank,Jax,2171,1,5,2,9,15,8,2,0,0,0,0,0,0,1,0.4146,0.6357,15778,436.0571,0.286186,795.6702,881.345,17,0.4698,4,0.1105,6,35,0.9673,15284,10580,292.3998,0.244497,14865,281,274,7,1,0,7.766,2630,3529,49,3708,4622,85,-1078,-1093,-36,4709,6768,106,5291,130,-582,-102,-24
Summer,1,2,10.16,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Olaf,Sett,Galio,Gangplank,Jax,2171,1,4,1,8,15,8,0,0,0,0,0,0,0,0,0.4146,0.6357,7981,220.5712,0.144762,911.801,1092.2985,24,0.6633,12,0.3316,14,58,1.6029,13012,8308,229.6085,0.19199,10425,210,20,190,116,20,5.8038,2792,2555,48,2873,3134,59,-81,-579,-11,4739,4857,85,4579,104,160,-627,-19
Summer,1,2,10.16,3,Blue,mid,Jensen,Team Liquid,Azir,Olaf,Sett,Galio,Gangplank,Jax,2171,1,2,1,4,15,8,1,0,0,0,0,0,0,0,0.4146,0.6357,17339,479.1985,0.3145,444.4588,305.8591,17,0.4698,11,0.304,8,46,1.2713,15782,11078,306.1631,0.256005,15600,347,323,24,20,4,9.5901,3225,4520,84,3939,4775,89,-714,-255,-5,5436,7678,147,6147,144,-711,64,3
Summer,1,2,10.16,4,Blue,bot,Tactical,Team Liquid,Caitlyn,Olaf,Sett,Galio,Gangplank,Jax,2171,1,3,2,4,15,8,1,0,0,0,0,0,0,0,0.4146,0.6357,9464,261.5569,0.171661,576.0387,288.9452,15,0.4146,6,0.1658,5,35,0.9673,14408,9704,268.1898,0.224252,12685,340,308,32,24,4,9.3966,3055,3443,77,3570,3648,87,-515,-205,-10,5025,5777,130,5194,135,-169,-142,-5
Summer,1,2,10.16,5,Blue,sup,CoreJJ,Team Liquid,Bard,Olaf,Sett,Galio,Gangplank,Jax,2171,1,1,2,7,15,8,0,0,0,0,0,0,0,0,0.4146,0.6357,4570,126.3012,0.082892,376.1677,305.6932,75,2.0728,21,0.5804,17,124,3.427,8307,3603,99.5762,0.0832561,7475,45,45,0,0,0,1.2437,2156,2577,9,2070,2389,1,86,188,8,3252,4121,18,3055,11,197,852,7
Summer,1,3,10.16,1,Blue,top,Impact,Team Liquid,Ornn,Olaf,Sett,Twisted Fate,Kayle,Galio,2462,1,0,4,14,20,15,0,0,0,0,0,0,0,1,0.4874,0.853,16009,390.1462,0.157984,992.1933,1688.0666,22,0.5361,7,0.1706,10,48,1.1698,13774,8476,206.5638,0.165838,15575,280,280,0,0,0,6.8237,3235,4685,82,3860,5063,68,-625,-378,14,4926,7239,129,5396,102,-470,196,27
Summer,1,3,10.16,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Olaf,Sett,Twisted Fate,Kayle,Galio,2462,1,6,2,10,20,15,0,0,0,0,0,0,0,0,0.4874,0.853,11221,273.4606,0.110734,762.3314,968.3834,17,0.4143,14,0.3412,11,57,1.3891,14732,9434,229.9106,0.184582,14825,215,31,184,97,26,5.2396,3172,3154,56,3459,3980,74,-287,-826,-18,5726,6421,90,5670,122,56,-531,-32
Summer,1,3,10.16,3,Blue,mid,Jensen,Team Liquid,LeBlanc,Olaf,Sett,Twisted Fate,Kayle,Galio,2462,1,7,1,7,20,15,2,0,0,0,0,0,0,0,0.4874,0.853,30627,746.3932,0.302241,620.0812,346.5232,10,0.2437,14,0.3412,3,60,1.4622,19453,14155,344.9634,0.276952,17075,384,347,37,20,13,9.3582,3333,4697,88,3375,4770,90,-42,-73,-2,4938,7107,133,5164,143,-226,-534,-10
Summer,1,3,10.16,4,Blue,bot,Tactical,Team Liquid,Ashe,Olaf,Sett,Twisted Fate,Kayle,Galio,2462,1,5,4,8,20,15,1,0,0,0,0,0,0,0,0.4874,0.853,34072,830.3493,0.336238,753.7043,449.0008,15,0.3656,14,0.3412,3,82,1.9984,19869,14571,355.1015,0.285092,28705,423,336,87,37,28,10.3087,3147,3214,84,3405,3064,67,-258,150,17,4728,5191,125,5466,122,-738,-237,3
Summer,1,3,10.16,5,Blue,sup,CoreJJ,Team Liquid,Morgana,Olaf,Sett,Twisted Fate,Kayle,Galio,2462,1,2,4,12,20,15,0,0,0,0,0,0,0,0,0.4874,0.853,9404,229.1795,0.0928029,407.5223,246.1657,40,0.9748,16,0.3899,11,99,2.4127,9772,4474,109.0333,0.0875358,8375,26,26,0,0,0,0.6336,2105,2380,6,2654,2723,11,-549,-343,-5,3085,3377,11,3796,19,-711,-792,-8
Summer,0,1,10.12,1,Blue,top,Impact,Team Liquid,Ornn,Sett,Yuumi,Volibear,Kindred,Trundle,1675,1,1,2,8,17,5,0,0,0,0,0,0,0,0,0.609,0.7881,9569,342.7701,0.170437,707.8925,874.4239,12,0.4299,0,0,4,15,0.5373,9148,5455,195.403,0.146069,8150,191,187,4,0,0,6.8418,3071,4242,75,3121,4970,83,-50,-728,-8,4676,6986,123,4767,133,-91,-1038,-10
Summer,0,1,10.12,2,Blue,jng,Broxah,Team Liquid,Graves,Sett,Yuumi,Volibear,Kindred,Trundle,1675,1,3,1,10,17,5,0,0,0,0,1,1,0,0,0.609,0.7881,9348,334.8537,0.1665,425.5881,292.7642,6,0.2149,7,0.2507,5,42,1.5045,11542,7849,281.1582,0.210169,8700,196,32,164,92,20,7.0209,3862,3585,65,2946,2907,61,916,678,4,5699,5484,93,4715,104,984,115,-11
Summer,0,1,10.12,3,Blue,mid,Jensen,Team Liquid,Twisted Fate,Sett,Yuumi,Volibear,Kindred,Trundle,1675,1,3,0,7,17,5,0,0,0,0,0,0,0,0,0.609,0.7881,12585,450.806,0.224156,368.0239,151.1284,10,0.3582,3,0.1075,2,23,0.8239,13658,9965,356.9552,0.266826,10200,272,244,28,9,12,9.7433,3619,4386,88,3321,4657,86,298,-271,2,5867,7374,145,5486,143,381,-124,2
Summer,0,1,10.12,4,Blue,bot,Tactical,Team Liquid,Ezreal,Sett,Yuumi,Volibear,Kindred,Trundle,1675,1,7,0,4,17,5,1,1,0,0,1,0,1,0,0.609,0.7881,19339,692.7403,0.344454,236.5612,183.0448,14,0.5015,10,0.3582,5,37,1.3254,13978,10285,368.4179,0.275394,11835,268,256,12,4,8,9.6,3507,2868,71,3217,3197,77,290,-329,-6,6296,5545,135,4725,121,1571,475,14
Summer,0,1,10.12,5,Blue,sup,CoreJJ,Team Liquid,Blitzcrank,Sett,Yuumi,Volibear,Kindred,Trundle,1675,1,3,2,9,17,5,0,0,0,0,1,0,1,0,0.609,0.7881,5303,189.9582,0.0944536,364.7642,306.4119,31,1.1104,10,0.3582,8,70,2.5075,7485,3792,135.8328,0.101542,5900,30,30,0,0,0,1.0746,2229,2344,10,1976,1862,11,253,482,-1,3426,3856,19,2982,18,444,706,1
Spring,0,1,10.03,6,Red,top,Impact,Team Liquid,Sett,Aphelios,Yuumi,Soraka,Olaf,Lee Sin,2286,0,1,5,0,3,11,0,0,0,0,0,0,0,1,0.0787,0.3675,13975,366.7979,0.201645,904.0682,1401.0499,19,0.4987,3,0.0787,9,29,0.7612,11723,6784,178.0577,0.203614,11700,266,266,0,0,0,6.9816,3023,4656,80,2806,4370,69,217,286,11,4420,6782,116,4739,113,-319,-161,3
Spring,0,1,10.06,1,Blue,top,Impact,Team Liquid,Aatrox,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,2735,0,6,4,6,19,18,0,0,0,0,0,0,0,0,0.4168,0.8117,29601,649.3821,0.250008,1117.5795,1368.9872,26,0.5704,8,0.1755,9,59,1.2943,16710,10855,238.1353,0.224036,16225,298,294,4,3,0,6.5375,3626,4999,81,3434,4133,72,192,866,9,5190,7666,131,5644,121,-454,920,10
Spring,0,1,10.06,2,Blue,jng,Broxah,Team Liquid,Elise,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,2735,0,6,4,9,19,18,1,0,0,0,0,0,0,1,0.4168,0.8117,23484,515.1883,0.198345,577.8867,351.0932,37,0.8117,20,0.4388,16,90,1.9744,14783,8928,195.8611,0.184265,14930,223,39,184,135,4,4.8921,3063,2770,46,3965,4503,86,-902,-1733,-40,5114,5464,90,6252,124,-1138,-1110,-34
Spring,0,1,10.06,3,Blue,mid,Jensen,Team Liquid,Ornn,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,2735,0,2,5,9,19,18,0,0,0,0,0,0,0,0,0.4168,0.8117,20868,457.7989,0.17625,841.404,1203.3126,15,0.3291,2,0.0439,2,26,0.5704,14979,9124,200.1609,0.18831,13820,281,270,11,8,1,6.1645,3078,4278,79,3362,4643,87,-284,-365,-8,4348,5953,106,4904,119,-556,-810,-13
Spring,0,1,10.06,4,Blue,bot,Doublelift,Team Liquid,Ashe,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,2735,0,5,3,9,19,18,0,0,0,0,0,0,0,0,0.4168,0.8117,33622,737.5941,0.28397,386.8519,442.7934,16,0.351,16,0.351,3,74,1.6234,21338,15483,339.6636,0.319553,22775,512,453,59,40,11,11.2322,3301,3187,89,3444,3131,98,-143,56,-9,5286,5366,149,5926,152,-640,101,-3
Spring,0,1,10.06,5,Blue,sup,CoreJJ,Team Liquid,Braum,Syndra,Pantheon,Gragas,Jarvan IV,Cassiopeia,2735,0,0,2,15,19,18,0,0,0,0,0,0,0,0,0.4168,0.8117,10825,237.4771,0.0914274,685.1188,488.5119,65,1.426,12,0.2633,17,116,2.5448,9917,4062,89.1115,0.0838355,8975,40,40,0,0,0,0.8775,2017,2524,12,2082,3014,12,-65,-490,0,3033,4006,21,3329,22,-296,-649,-1
Spring,0,1,10.04,6,Red,top,Impact,Team Liquid,Zac,Ornn,Senna,Sett,Braum,Thresh,1879,0,0,3,1,4,14,0,0,0,0,0,0,0,0,0.1277,0.5748,9528,304.2469,0.191679,871.0378,834.4119,13,0.4151,3,0.0958,3,21,0.6706,8373,4264,136.1575,0.170965,8025,187,183,4,4,0,5.9713,2663,4211,57,3669,5041,91,-1006,-830,-34,4171,6767,106,5440,139,-1269,-947,-33
Spring,0,1,10.04,7,Red,jng,Broxah,Team Liquid,Olaf,Ornn,Senna,Sett,Braum,Thresh,1879,0,1,1,1,4,14,0,0,0,0,0,0,0,0,0.1277,0.5748,7284,232.5918,0.146536,696.115,496.0617,11,0.3513,9,0.2874,13,29,0.926,8410,4301,137.339,0.172448,8175,160,29,131,100,0,5.1091,2972,3062,61,2753,2697,52,219,365,9,4407,5073,95,4566,82,-159,250,13
Spring,0,1,10.04,8,Red,mid,Jensen,Team Liquid,Zoe,Ornn,Senna,Sett,Braum,Thresh,1879,0,1,4,3,4,14,0,0,0,0,1,1,0,0,0.1277,0.5748,15060,480.8941,0.302969,494.9441,297.0623,12,0.3832,7,0.2235,6,27,0.8622,9983,5874,187.5679,0.235514,8950,249,237,12,12,0,7.951,3695,4864,89,2875,4406,64,820,458,25,5310,7176,135,4988,113,322,80,22
Spring,0,1,10.04,9,Red,bot,Doublelift,Team Liquid,Miss Fortune,Ornn,Senna,Sett,Braum,Thresh,1879,0,2,2,1,4,14,0,0,0,0,0,0,0,0,0.1277,0.5748,13062,417.0942,0.262775,288.0255,291.8893,11,0.3513,14,0.447,2,42,1.3411,12825,8716,278.3183,0.349458,11900,324,300,24,13,0,10.3459,3495,3244,97,3274,2985,89,221,259,8,5263,5622,150,6417,147,-1154,-128,3
Spring,0,1,10.04,10,Red,sup,CoreJJ,Team Liquid,Nautilus,Ornn,Senna,Sett,Braum,Thresh,1879,0,0,4,2,4,14,0,0,0,0,0,0,0,0,0.1277,0.5748,4774,152.4428,0.0960409,390.1437,577.7754,33,1.0538,9,0.2874,9,55,1.7563,5895,1786,57.0303,0.0716152,5625,28,28,0,0,0,0.8941,2095,2762,14,2094,2867,13,1,-105,1,2970,3438,18,3263,21,-293,-363,-3
