split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.15,6,Red,top,Impact,Team Liquid,Renekton,Volibear,Karma,Camille,Jayce,Gangplank,2288,1,6,2,5,18,9,1,0,0,0,0,0,0,0,0.472,0.708,18059,473.5752,0.236501,1059.4406,1367.5699,21,0.5507,4,0.1049,8,37,0.9703,16831,11888,311.7483,0.232043,16250,314,300,14,0,5,8.2343,3404,4908,71,2718,4191,64,686,717,7,5200,7910,124,4271,108,929,1186,16
Summer,0,1,10.15,7,Red,jng,Broxah,Team Liquid,Graves,Volibear,Karma,Camille,Jayce,Gangplank,2288,1,5,0,7,18,9,1,0,0,0,0,0,0,0,0.472,0.708,11296,296.2238,0.147933,442.5,416.722,13,0.3409,23,0.6031,13,72,1.8881,15530,10587,277.6311,0.206648,13050,283,57,226,119,48,7.4213,3521,3380,63,3223,3255,62,298,125,1,5387,5711,109,4635,92,752,654,17
Summer,0,1,10.15,8,Red,mid,Jensen,Team Liquid,LeBlanc,Volibear,Karma,Camille,Jayce,Gangplank,2288,1,6,5,4,18,9,0,0,0,0,0,0,0,1,0.472,0.708,25109,658.4528,0.328828,612.0892,462.8497,10,0.2622,14,0.3671,5,47,1.2325,16936,11993,314.5017,0.234092,14375,327,295,32,21,9,8.5752,3348,4843,87,3616,4455,88,-268,388,-1,5528,7461,143,5506,149,22,251,-6
Summer,0,1,10.15,9,Red,bot,Tactical,Team Liquid,Ashe,Volibear,Karma,Camille,Jayce,Gangplank,2288,1,1,0,7,18,9,0,0,0,0,0,0,0,0,0.472,0.708,18560,486.7133,0.243062,368.5752,281.4336,19,0.4983,23,0.6031,6,73,1.9143,17543,12600,330.4196,0.245941,15300,432,384,48,20,12,11.3287,3492,3179,101,3548,3454,99,-56,-275,2,5522,5865,167,5264,154,258,284,13
Summer,0,1,10.15,10,Red,sup,CoreJJ,Team Liquid,Tahm Kench,Volibear,Karma,Camille,Jayce,Gangplank,2288,1,0,2,4,18,9,0,0,0,0,0,0,0,0,0.472,0.708,3335,87.4563,0.0436753,400.9091,635.035,47,1.2325,14,0.3671,12,100,2.6224,9107,4164,109.1958,0.0812759,7550,35,35,0,0,0,0.9178,2091,2867,13,2091,2744,14,0,123,-1,3245,4107,23,2931,19,314,258,4
Spring,0,1,10.03,7,Red,jng,Broxah,Team Liquid,Elise,Aphelios,Yuumi,Soraka,Olaf,Lee Sin,2286,0,1,3,2,3,11,0,0,0,0,0,0,0,0,0.0787,0.3675,6275,164.6982,0.0905418,617.664,293.622,29,0.7612,11,0.2887,12,61,1.601,9412,4473,117.4016,0.134251,8450,150,16,134,107,0,3.937,2951,3324,65,3060,2853,56,-109,471,9,4329,4835,88,4378,75,-49,817,13
Spring,0,1,10.03,8,Red,mid,Jensen,Team Liquid,Viktor,Aphelios,Yuumi,Soraka,Olaf,Lee Sin,2286,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0.0787,0.3675,23528,617.5328,0.339485,253.832,345.7743,16,0.4199,10,0.2625,9,44,1.1549,13596,8657,227.2178,0.25983,13460,350,321,29,14,8,9.1864,3587,5139,98,3262,4734,87,325,405,11,5343,7579,149,4912,134,431,123,15
Spring,0,1,10.03,9,Red,bot,Doublelift,Team Liquid,Ashe,Aphelios,Yuumi,Soraka,Olaf,Lee Sin,2286,0,1,2,0,3,11,0,0,0,0,0,0,0,0,0.0787,0.3675,20344,533.9633,0.293543,475.853,491.1811,10,0.2625,19,0.4987,5,63,1.6535,15707,10768,282.6247,0.323189,14975,418,374,44,37,0,10.9711,3804,3540,101,3459,3085,86,345,455,15,5746,5110,146,5468,133,278,274,13
Spring,0,1,10.03,10,Red,sup,CoreJJ,Team Liquid,Tahm Kench,Aphelios,Yuumi,Soraka,Olaf,Lee Sin,2286,0,0,1,2,3,11,0,0,0,0,0,0,0,0,0.0787,0.3675,5183,136.0367,0.0747854,698.7139,609.8425,52,1.3648,11,0.2887,12,88,2.3097,7575,2636,69.1864,0.0791157,7300,38,38,0,0,0,0.9974,2224,2774,13,2111,2758,12,113,16,1,3520,3872,21,3415,18,105,-263,3
Summer,0,1,10.14,1,Blue,top,Impact,Team Liquid,Kennen,Pantheon,Trundle,Karma,Olaf,Syndra,2089,0,0,3,0,2,12,0,0,0,0,0,0,0,1,0.0574,0.4021,11611,333.4897,0.300212,427.3241,319.3873,19,0.5457,5,0.1436,9,33,0.9478,10547,6010,172.6185,0.197101,10225,255,251,4,1,0,7.3241,2976,4253,71,3819,5315,96,-843,-1062,-25,4415,6763,112,5845,144,-1430,-1160,-32
Summer,0,1,10.14,2,Blue,jng,Broxah,Team Liquid,Volibear,Pantheon,Trundle,Karma,Olaf,Syndra,2089,0,0,2,2,2,12,0,0,0,0,0,0,0,0,0.0574,0.4021,2632,75.596,0.0680525,575.6151,714.0546,14,0.4021,11,0.3159,14,42,1.2063,9268,4731,135.8832,0.155154,9370,163,22,141,101,8,4.6817,2912,2782,54,3130,3031,58,-218,-249,-4,4449,4712,89,4720,89,-271,66,0
Summer,0,1,10.14,3,Blue,mid,Jensen,Team Liquid,Zoe,Pantheon,Trundle,Karma,Olaf,Syndra,2089,0,0,1,2,2,12,0,0,0,0,0,0,0,0,0.0574,0.4021,9527,273.6333,0.246328,269.5261,154.5811,13,0.3734,5,0.1436,6,29,0.8329,12977,8440,242.4126,0.276796,12850,338,316,22,18,4,9.708,3460,4993,91,3358,4691,91,102,302,0,5533,7851,148,5616,150,-83,311,-2
Summer,0,1,10.14,4,Blue,bot,Tactical,Team Liquid,Ezreal,Pantheon,Trundle,Karma,Olaf,Syndra,2089,0,2,3,0,2,12,1,0,0,0,0,0,0,0,0.0574,0.4021,12243,351.6419,0.316553,496.3715,407.2762,16,0.4596,9,0.2585,6,36,1.034,13648,9111,261.685,0.298802,14000,321,303,18,18,0,9.2197,3916,3748,91,3399,3093,91,517,655,0,6425,6374,149,5164,147,1261,467,2
Summer,0,1,10.14,5,Blue,sup,CoreJJ,Team Liquid,Bard,Pantheon,Trundle,Karma,Olaf,Syndra,2089,0,0,3,2,2,12,0,0,0,0,0,0,0,0,0.0574,0.4021,2663,76.4864,0.0688541,267.8028,180.9765,79,2.269,20,0.5744,17,118,3.3892,6737,2200,63.1881,0.0721467,6525,41,41,0,0,0,1.1776,1957,2324,8,2110,2597,12,-153,-273,-4,3037,3463,14,2957,16,80,514,-2
Spring,0,1,10.04,1,Blue,top,Impact,Team Liquid,Ornn,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,3051,0,0,2,5,8,14,0,0,0,0,0,0,0,0,0.1573,0.4326,13739,270.1868,0.141301,741.6323,1122.8712,20,0.3933,9,0.177,2,40,0.7866,13149,6649,130.7571,0.143699,12700,242,238,4,1,2,4.7591,2845,4115,67,2741,3503,30,104,612,37,4462,6653,108,4136,50,326,1190,58
Spring,0,1,10.04,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,3051,0,1,4,5,8,14,0,0,0,0,0,0,0,0,0.1573,0.4326,7768,152.763,0.0798914,756.3618,770.0098,30,0.59,9,0.177,17,62,1.2193,13176,6676,131.2881,0.144283,12600,207,45,162,113,8,4.0708,2990,3276,62,3320,3020,59,-330,256,3,4277,4745,87,5052,98,-775,-437,-11
Spring,0,1,10.04,3,Blue,mid,Jensen,Team Liquid,Viktor,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,3051,0,3,1,2,8,14,0,0,0,0,0,0,0,0,0.1573,0.4326,43596,857.3451,0.448371,220.7866,302.6942,22,0.4326,11,0.2163,10,64,1.2586,20053,13553,266.529,0.292901,19300,451,381,70,56,5,8.8692,3156,4278,88,3710,4412,86,-554,-134,2,4778,6905,141,6073,138,-1295,-61,3
Spring,0,1,10.04,4,Blue,bot,Tactical,Team Liquid,Miss Fortune,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,3051,0,4,4,4,8,14,1,0,0,0,1,1,0,0,0.1573,0.4326,25883,509.0069,0.266198,341.0226,424.8771,22,0.4326,28,0.5506,6,95,1.8682,21799,15299,300.8653,0.330634,19650,500,421,79,55,14,9.8328,3628,2708,73,3475,3571,86,153,-863,-13,5496,4987,130,5323,137,173,-899,-7
Spring,0,1,10.04,5,Blue,sup,CoreJJ,Team Liquid,Braum,Rumble,Senna,Yuumi,Cassiopeia,Sejuani,3051,0,0,3,8,8,14,0,0,0,0,1,0,1,0,0.1573,0.4326,6246,122.8319,0.0642381,545.3687,706.3127,72,1.4159,12,0.236,21,126,2.4779,10594,4094,80.5113,0.0884831,10375,43,41,2,2,0,0.8456,2321,2954,19,2458,2642,13,-137,312,6,3353,4093,27,3594,24,-241,118,3
Summer,0,1,10.11,1,Blue,top,Impact,Team Liquid,Mordekaiser,Sett,Graves,Ezreal,LeBlanc,Corki,2403,1,3,3,3,12,6,0,0,0,0,0,0,0,0,0.2996,0.4494,18464,461.0237,0.269827,620.3496,770.8115,22,0.5493,7,0.1748,9,37,0.9238,15010,9832,245.4931,0.214991,15425,314,298,16,8,0,7.8402,3125,4735,78,3253,4810,79,-128,-75,-1,4873,7706,130,4824,125,49,222,5
Summer,0,1,10.11,2,Blue,jng,Broxah,Team Liquid,Trundle,Sett,Graves,Ezreal,LeBlanc,Corki,2403,1,0,1,10,12,6,0,0,0,0,0,0,0,0,0.2996,0.4494,3506,87.5406,0.0512356,856.6792,697.2285,18,0.4494,13,0.3246,17,49,1.2235,11465,6287,156.9788,0.137477,10525,187,23,164,119,1,4.6692,2691,2676,52,3365,3612,78,-674,-936,-26,3878,3867,69,5490,122,-1612,-2319,-53
Summer,0,1,10.11,3,Blue,mid,Jensen,Team Liquid,Orianna,Sett,Graves,Ezreal,LeBlanc,Corki,2403,1,4,0,4,12,6,1,0,0,0,0,0,0,0,0.2996,0.4494,18953,473.2335,0.276973,252.4345,315.0062,18,0.4494,13,0.3246,10,40,0.9988,17535,12357,308.5393,0.270203,15300,393,365,28,28,0,9.8127,3401,4829,98,3176,4469,84,225,360,14,5561,7611,153,5539,124,22,1192,29
Summer,0,1,10.11,4,Blue,bot,Tactical,Team Liquid,Aphelios,Sett,Graves,Ezreal,LeBlanc,Corki,2403,1,5,1,4,12,6,1,0,0,0,1,1,0,0,0.2996,0.4494,24051,600.5243,0.351474,379.5006,763.5955,21,0.5243,13,0.3246,8,38,0.9488,18604,13426,335.231,0.293577,15750,416,378,38,38,0,10.387,3701,3472,90,3341,3418,90,360,54,0,5433,5487,129,5249,132,184,33,-3
Summer,0,1,10.11,5,Blue,sup,CoreJJ,Team Liquid,Braum,Sett,Graves,Ezreal,LeBlanc,Corki,2403,1,0,1,10,12,6,0,0,0,0,1,0,1,0,0.2996,0.4494,3455,86.2672,0.0504903,433.3333,458.6517,63,1.573,21,0.5243,17,115,2.8714,9008,3830,95.6305,0.0837524,7825,44,44,0,0,0,1.0986,2218,2461,11,2014,2443,12,204,18,-1,3240,3203,17,3390,20,-150,-428,-3
Summer,0,1,10.14,6,Red,top,Impact,Team Liquid,Mordekaiser,Twisted Fate,Olaf,Volibear,Jayce,Galio,1758,1,1,4,5,14,14,0,0,0,0,0,0,0,0,0.4778,0.9556,13272,452.9693,0.211898,678.3959,791.7747,13,0.4437,2,0.0683,5,26,0.8874,9590,5728,195.4949,0.166396,7325,194,184,10,9,0,6.6212,3130,4884,84,3570,4598,76,-440,286,8,4127,6575,107,5978,110,-1851,-735,-3
Summer,0,1,10.14,7,Red,jng,Broxah,Team Liquid,Trundle,Twisted Fate,Olaf,Volibear,Jayce,Galio,1758,1,0,1,14,14,14,0,0,0,0,0,0,0,0,0.4778,0.9556,6091,207.884,0.0972475,800.4096,720.4437,9,0.3072,16,0.5461,8,49,1.6724,10185,6323,215.802,0.18368,7950,170,52,118,72,5,5.802,3123,3897,70,3739,4049,72,-616,-152,-2,4527,5636,96,5916,115,-1389,-797,-19
Summer,0,1,10.14,8,Red,mid,Jensen,Team Liquid,Syndra,Twisted Fate,Olaf,Volibear,Jayce,Galio,1758,1,3,4,3,14,14,1,0,0,0,0,0,0,0,0.4778,0.9556,12465,425.4266,0.199013,330.1706,174.1638,11,0.3754,4,0.1365,5,34,1.1604,11705,7843,267.6792,0.227835,11605,243,226,17,13,0,8.2935,2867,3625,70,3570,4609,73,-703,-984,-3,4723,6662,133,6152,124,-1429,-1087,9
Summer,0,1,10.14,9,Red,bot,Tactical,Team Liquid,Ezreal,Twisted Fate,Olaf,Volibear,Jayce,Galio,1758,1,6,2,8,14,14,1,0,0,0,0,0,0,0,0.4778,0.9556,24836,847.6451,0.396526,533.5495,279.0102,13,0.4437,5,0.1706,3,21,0.7167,14125,10263,350.273,0.298134,11308,279,255,24,24,0,9.5222,3300,3007,82,2680,2744,39,620,263,43,5466,5420,135,3880,55,1586,1025,80
Summer,0,1,10.14,10,Red,sup,CoreJJ,Team Liquid,Blitzcrank,Twisted Fate,Olaf,Volibear,Jayce,Galio,1758,1,4,3,7,14,14,0,0,0,0,0,0,0,1,0.4778,0.9556,5970,203.7543,0.0953156,342.1502,331.2287,36,1.2287,8,0.273,7,79,2.6962,8129,4267,145.6314,0.123955,6175,32,32,0,0,0,1.0922,2426,2831,11,2527,2655,35,-101,176,-24,3815,4092,21,4082,49,-267,-518,-28
Summer,1,1,10.16,6,Red,top,Impact,Team Liquid,Ornn,Lucian,Caitlyn,Twisted Fate,Rakan,LeBlanc,2151,0,3,3,7,10,23,0,0,0,0,0,0,0,0,0.2789,0.9205,21512,600.0558,0.294298,1047.113,1428.1172,19,0.53,4,0.1116,7,31,0.8647,12358,7694,214.6165,0.214054,12125,245,245,0,0,0,6.834,2942,4442,71,3546,4474,85,-604,-32,-14,5057,7799,126,5293,139,-236,844,-13
Summer,1,1,10.16,7,Red,jng,Broxah,Team Liquid,Lee Sin,Lucian,Caitlyn,Twisted Fate,Rakan,LeBlanc,2151,0,1,3,6,10,23,0,0,0,0,0,0,0,0,0.2789,0.9205,4817,134.3654,0.0658996,852.357,837.5453,17,0.4742,11,0.3068,9,38,1.06,11257,6593,183.9052,0.183425,11150,202,34,168,125,0,5.6346,3194,3484,67,3314,3308,65,-120,176,2,4581,5128,97,5303,111,-722,-889,-14
Summer,1,1,10.16,8,Red,mid,Jensen,Team Liquid,Azir,Lucian,Caitlyn,Twisted Fate,Rakan,LeBlanc,2151,0,2,5,3,10,23,0,0,0,0,0,0,0,0,0.2789,0.9205,15741,439.0795,0.215347,568.3124,360,15,0.4184,17,0.4742,7,67,1.8689,13299,8635,240.8647,0.240233,13260,309,289,20,8,4,8.6192,3077,4609,78,3379,4784,91,-302,-175,-13,5660,7983,150,5669,152,-9,184,-2
Summer,1,1,10.16,9,Red,bot,Tactical,Team Liquid,Ashe,Lucian,Caitlyn,Twisted Fate,Rakan,LeBlanc,2151,0,2,7,7,10,23,0,0,0,0,0,0,0,1,0.2789,0.9205,23997,669.3724,0.328294,598.8285,426.6109,13,0.3626,8,0.2232,3,36,1.0042,13714,9050,252.4407,0.251778,13575,307,291,16,16,0,8.5635,3420,3044,78,3386,3083,75,34,-39,3,5535,5010,129,5271,124,264,-810,5
Summer,1,1,10.16,10,Red,sup,CoreJJ,Team Liquid,Braum,Lucian,Caitlyn,Twisted Fate,Rakan,LeBlanc,2151,0,2,5,6,10,23,0,0,0,0,0,0,0,0,0.2789,0.9205,7029,196.0669,0.0961612,581.841,566.4993,49,1.3668,19,0.53,16,87,2.4268,8636,3972,110.795,0.11051,7550,46,46,0,0,0,1.2831,2165,2572,18,2206,2193,11,-41,379,7,3543,3852,25,3253,19,290,453,6
Summer,1,2,10.16,1,Blue,top,Impact,Team Liquid,Ornn,Lucian,Nidalee,Shen,Orianna,Jayce,2164,1,3,2,8,17,8,0,0,0,0,1,0,1,0,0.4713,0.6932,19151,530.9889,0.232274,845.5176,1243.1146,14,0.3882,4,0.1109,8,39,1.0813,12183,7493,207.7542,0.164851,10950,233,231,2,2,0,6.4603,3186,4816,81,2824,4613,67,362,203,14,4719,7471,121,4725,127,-6,-294,-6
Summer,1,2,10.16,2,Blue,jng,Broxah,Team Liquid,Hecarim,Lucian,Nidalee,Shen,Orianna,Jayce,2164,1,2,3,8,17,8,0,0,0,0,1,1,0,0,0.4713,0.6932,11153,309.2329,0.13527,889.963,701.4787,9,0.2495,11,0.305,9,51,1.414,12838,8148,225.915,0.179262,11558,229,19,210,131,14,6.3494,3508,3410,65,3368,3953,80,140,-543,-15,4972,4858,92,4927,117,45,-1355,-25
Summer,1,2,10.16,3,Blue,mid,Jensen,Team Liquid,Twisted Fate,Lucian,Nidalee,Shen,Orianna,Jayce,2164,1,7,1,9,17,8,2,0,0,0,1,0,1,0,0.4713,0.6932,23984,664.9908,0.290891,616.2754,265.0092,10,0.2773,7,0.1941,2,35,0.9704,19022,14332,397.3752,0.315317,19100,362,335,27,22,4,10.037,3877,4927,96,3256,4466,85,621,461,11,6222,8094,154,5343,149,879,428,5
Summer,1,2,10.16,4,Blue,bot,Tactical,Team Liquid,Ashe,Lucian,Nidalee,Shen,Orianna,Jayce,2164,1,3,1,10,17,8,1,0,0,0,1,0,1,0,0.4713,0.6932,20960,581.146,0.254215,347.2458,182.1072,16,0.4436,13,0.3604,5,60,1.6636,15818,11128,308.5397,0.244825,13325,358,337,21,18,2,9.9261,3385,3519,92,3479,3777,95,-94,-258,-3,5529,5707,143,5311,135,218,-103,8
Summer,1,2,10.16,5,Blue,sup,CoreJJ,Team Liquid,Thresh,Lucian,Nidalee,Shen,Orianna,Jayce,2164,1,2,1,11,17,8,0,0,0,0,1,0,1,0,0.4713,0.6932,7202,199.6858,0.0873499,350.5453,318.9649,48,1.3309,19,0.5268,13,107,2.9667,9042,4352,120.6654,0.0957454,7775,44,44,0,0,0,1.22,2090,2630,10,2029,2170,13,61,460,-3,3707,3940,22,2779,16,928,1089,6
Summer,1,3,10.16,6,Red,top,Impact,Team Liquid,Sett,Lucian,Nidalee,Renekton,Zilean,Orianna,2074,1,1,0,7,14,2,0,0,0,0,0,0,0,0,0.405,0.4629,14600,422.3722,0.244921,820.9354,1037.4446,16,0.4629,8,0.2314,6,31,0.8968,13420,8913,257.8496,0.210948,12900,263,256,7,1,0,7.6085,3411,4518,79,2635,4147,62,776,371,17,5727,7580,127,3923,93,1804,1256,34
Summer,1,3,10.16,7,Red,jng,Broxah,Team Liquid,Trundle,Lucian,Nidalee,Renekton,Zilean,Orianna,2074,1,2,0,8,14,2,0,0,0,0,0,0,0,0,0.405,0.4629,4437,128.3607,0.0744326,715.8631,742.7965,9,0.2604,9,0.2604,9,45,1.3018,10870,6363,184.0791,0.150599,10025,155,27,128,82,8,4.4841,3453,3636,55,3447,3881,77,6,-245,-22,5328,5562,93,4644,101,684,116,-8
Summer,1,3,10.16,8,Red,mid,Jensen,Team Liquid,Twisted Fate,Lucian,Nidalee,Renekton,Zilean,Orianna,2074,1,5,0,6,14,2,1,0,0,0,0,0,0,0,0.405,0.4629,20405,590.3086,0.342303,322.1311,184.1659,12,0.3472,1,0.0289,2,26,0.7522,16474,11967,346.2006,0.283225,15950,298,266,32,9,17,8.621,4118,4916,96,3035,4384,76,1083,532,20,5977,7694,141,5032,130,945,575,11
Summer,1,3,10.16,9,Red,bot,Tactical,Team Liquid,Ashe,Lucian,Nidalee,Renekton,Zilean,Orianna,2074,1,3,2,9,14,2,0,0,0,0,0,0,0,1,0.405,0.4629,16365,473.433,0.27453,338.65,175.4002,12,0.3472,15,0.4339,4,47,1.3597,14921,10414,301.2729,0.246471,12105,314,274,40,24,11,9.0839,3177,3405,79,3769,3430,94,-592,-25,-15,5139,5245,122,5859,151,-720,-562,-29
Summer,1,3,10.16,10,Red,sup,CoreJJ,Team Liquid,Thresh,Lucian,Nidalee,Renekton,Zilean,Orianna,2074,1,3,0,8,14,2,0,0,0,0,0,0,0,0,0.405,0.4629,3804,110.0482,0.0638137,243.1533,200.54,44,1.2729,15,0.4339,15,90,2.6037,9102,4595,132.9315,0.108757,8125,49,49,0,0,0,1.4176,2440,2836,19,2136,2860,12,304,-24,7,3694,4152,28,3445,18,249,139,10
Summer,1,4,10.16,6,Red,top,Impact,Team Liquid,Ornn,Lucian,Nidalee,Caitlyn,Tahm Kench,Leona,3003,0,1,5,8,13,21,0,0,0,0,0,0,0,0,0.2597,0.6793,15362,306.9331,0.140671,1168.971,1610.3497,27,0.5395,9,0.1798,10,66,1.3187,15165,8763,175.0849,0.182229,14000,291,289,2,2,0,5.8142,3191,4894,81,3510,4844,91,-319,50,-10,4431,6616,110,5559,127,-1128,-384,-17
Summer,1,4,10.16,7,Red,jng,Broxah,Team Liquid,Lillia,Lucian,Nidalee,Caitlyn,Tahm Kench,Leona,3003,0,6,3,6,13,21,1,0,0,0,1,0,1,0,0.2597,0.6793,29607,591.5485,0.271114,812.008,605.5145,45,0.8991,18,0.3596,17,96,1.9181,16474,10072,201.2388,0.209449,15525,269,50,219,138,26,5.3746,3557,3592,69,3434,3696,65,123,-104,4,5219,5568,99,5182,93,37,-295,6
Summer,1,4,10.16,8,Red,mid,Jensen,Team Liquid,Zilean,Lucian,Nidalee,Caitlyn,Tahm Kench,Leona,3003,0,2,1,7,13,21,0,0,0,0,1,0,1,0,0.2597,0.6793,22944,458.4216,0.2101,450.7293,238.9011,21,0.4196,10,0.1998,7,46,0.9191,17203,10801,215.8042,0.224608,17175,370,354,16,12,4,7.3926,3224,4750,81,3401,4950,97,-177,-200,-16,5121,7511,134,5147,146,-26,-123,-12
Summer,1,4,10.16,9,Red,bot,Tactical,Team Liquid,Ashe,Lucian,Nidalee,Caitlyn,Tahm Kench,Leona,3003,0,4,7,7,13,21,1,0,0,0,1,1,0,0,0.2597,0.6793,34176,682.8372,0.312953,847.3726,523.8162,16,0.3197,30,0.5994,3,89,1.7782,20779,14377,287.2527,0.29897,21275,448,368,80,51,19,8.951,3788,3470,92,3229,3013,83,559,457,9,5553,5269,119,6336,115,-783,369,4
Summer,1,4,10.16,10,Red,sup,CoreJJ,Team Liquid,Nautilus,Lucian,Nidalee,Caitlyn,Tahm Kench,Leona,3003,0,0,5,10,13,21,0,0,0,0,1,0,1,0,0.2597,0.6793,7116,142.1778,0.0651619,927.6523,1237.4026,87,1.7383,19,0.3796,29,157,3.1369,10477,4075,81.4186,0.0847438,10100,47,43,4,0,0,0.9391,2192,2809,16,2004,2649,13,188,160,3,3179,3488,22,3272,21,-93,-596,1
Summer,1,5,10.16,1,Blue,top,Impact,Team Liquid,Gangplank,Lucian,Nidalee,Senna,Hecarim,Jayce,2521,0,1,5,6,9,17,0,0,0,0,0,0,0,0,0.2142,0.6188,21194,504.4189,0.332179,609.401,496.9695,20,0.476,2,0.0476,7,34,0.8092,15505,10087,240.0714,0.228447,14458,315,306,9,2,0,7.497,3412,4186,55,3161,4284,70,251,-98,-15,5328,6872,102,5165,125,163,-289,-23
Summer,1,5,10.16,2,Blue,jng,Broxah,Team Liquid,Graves,Lucian,Nidalee,Senna,Hecarim,Jayce,2521,0,5,3,3,9,17,1,0,0,0,0,0,0,0,0.2142,0.6188,9512,226.3864,0.149084,475.6922,336.4379,16,0.3808,36,0.8568,13,91,2.1658,14409,8991,213.9865,0.203624,14150,268,71,197,140,9,6.3784,4187,3263,60,2878,2597,49,1309,666,11,6210,5384,100,4757,100,1453,-495,0
Summer,1,5,10.16,3,Blue,mid,Jensen,Team Liquid,Orianna,Lucian,Nidalee,Senna,Hecarim,Jayce,2521,0,2,2,4,9,17,0,0,0,0,0,0,0,0,0.2142,0.6188,15248,362.9036,0.238986,301.6898,351.8366,18,0.4284,8,0.1904,8,41,0.9758,16636,11218,266.9893,0.254062,15400,413,381,32,28,4,9.8294,3437,4871,91,3706,4798,79,-269,73,12,5581,8201,156,5544,139,37,84,17
Summer,1,5,10.16,4,Blue,bot,Tactical,Team Liquid,Jhin,Lucian,Nidalee,Senna,Hecarim,Jayce,2521,0,1,2,6,9,17,0,0,0,0,0,0,0,0,0.2142,0.6188,14881,354.169,0.233234,391.3923,245.831,19,0.4522,14,0.3332,5,52,1.2376,16620,11202,266.6085,0.2537,16375,394,382,12,8,0,9.3772,3511,3425,77,3539,2965,79,-28,460,-2,5505,5497,129,5397,135,108,72,-6
Summer,1,5,10.16,5,Blue,sup,CoreJJ,Team Liquid,Thresh,Lucian,Nidalee,Senna,Hecarim,Jayce,2521,0,0,5,6,9,17,0,0,0,0,0,0,0,1,0.2142,0.6188,2968,70.6386,0.0465182,370.353,250.5196,64,1.5232,18,0.4284,21,127,3.0226,8075,2657,63.2368,0.0601674,7925,40,40,0,0,0,0.952,2036,2076,10,2236,2630,16,-200,-554,-6,3221,3385,18,3305,28,-84,-319,-10
Summer,0,1,10.14,1,Blue,top,Impact,Team Liquid,Mordekaiser,Rumble,Ashe,Ezreal,Wukong,Gangplank,1920,1,1,6,10,17,8,0,0,0,0,0,0,0,1,0.5313,0.7813,17086,533.9375,0.244862,847.5625,859.625,17,0.5313,7,0.2188,7,51,1.5938,12767,8575,267.9688,0.204796,12325,252,232,20,10,5,7.875,3042,4881,72,3150,4144,64,-108,737,8,4914,7512,117,4825,103,89,433,14
Summer,0,1,10.14,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Rumble,Ashe,Ezreal,Wukong,Gangplank,1920,1,3,0,12,17,8,0,0,0,0,0,0,0,0,0.5313,0.7813,6876,214.875,0.0985411,825.1875,808.8438,19,0.5938,4,0.125,11,36,1.125,10665,6473,202.2813,0.154592,9350,155,16,139,72,19,4.8438,3277,3197,60,3185,3412,62,92,-215,-2,5085,5312,93,5089,95,-4,-832,-2
Summer,0,1,10.14,3,Blue,mid,Jensen,Team Liquid,Azir,Rumble,Ashe,Ezreal,Wukong,Gangplank,1920,1,8,2,7,17,8,2,1,0,0,0,0,0,0,0.5313,0.7813,25507,797.0938,0.365545,470.0313,293.7188,14,0.4375,11,0.3438,6,44,1.375,16591,12399,387.4688,0.296128,15150,328,280,48,25,15,10.25,4134,5030,98,3048,4264,75,1086,766,23,6543,7702,153,5367,125,1176,724,28
Summer,0,1,10.14,4,Blue,bot,Tactical,Team Liquid,Kalista,Rumble,Ashe,Ezreal,Wukong,Gangplank,1920,1,5,0,6,17,8,1,1,0,0,0,0,0,0,0.5313,0.7813,12378,386.8125,0.177391,241.5,353.4375,17,0.5313,8,0.25,5,43,1.3438,14754,10562,330.0625,0.252253,12825,328,274,54,29,24,10.25,3711,4011,103,3152,3439,78,559,572,25,5631,7149,165,4883,128,748,1231,37
Summer,0,1,10.14,5,Blue,sup,CoreJJ,Team Liquid,Bard,Rumble,Ashe,Ezreal,Wukong,Gangplank,1920,1,0,0,15,17,8,0,0,0,0,0,0,0,0,0.5313,0.7813,7931,247.8438,0.11366,236.8438,120.0313,73,2.2813,27,0.8438,13,138,4.3125,8054,3862,120.6875,0.0922305,7325,42,42,0,0,0,1.3125,2089,2322,10,1994,2149,13,95,173,-3,3136,3329,19,3047,25,89,31,-6
