split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Spring,1,3,10.06,4,Blue,bot,Cody Sun,100 Thieves,Varus,Senna,Gragas,Aphelios,Olaf,Trundle,1870,0,1,4,1,6,18,0,0,0,0,0,0,0,0,0.1925,0.7701,9455,303.369,0.245942,559.7968,403.6364,11,0.3529,5,0.1604,4,34,1.0909,11706,7616,244.3636,0.271598,11850,277,259,18,18,0,8.8877,3630,3610,89,3788,2867,91,-158,743,-2,5557,5160,134,5837,5104,144,-280,56,-10
Spring,1,3,10.06,5,Blue,sup,Stunt,100 Thieves,Tahm Kench,Senna,Gragas,Aphelios,Olaf,Trundle,1870,0,0,7,2,6,18,0,0,0,0,0,0,0,1,0.1925,0.7701,3657,117.3369,0.0951254,830.9519,794.984,40,1.2834,5,0.1604,13,70,2.246,6213,2123,68.1176,0.075699,6200,27,27,0,0,0,0.8663,2246,2590,14,1993,2867,0,253,-277,14,3495,3966,24,2869,4269,1,626,-303,23
Summer,0,1,10.15,1,Blue,top,Ssumday,100 Thieves,Renekton,Orianna,Ornn,Ashe,Blitzcrank,Trundle,1927,0,1,3,3,5,25,0,0,0,0,0,0,0,0,0.1557,0.9341,19148,596.2013,0.365183,917.2496,653.8038,15,0.467,9,0.2802,10,33,1.0275,11278,7071,220.1661,0.25184,10200,256,252,4,4,0,7.9709,3456,4829,86,2976,5065,77,480,-236,9,5247,7470,138,4659,7291,117,588,179,21
Summer,0,1,10.15,2,Blue,jng,Contractz,100 Thieves,Volibear,Orianna,Ornn,Ashe,Blitzcrank,Trundle,1927,0,2,5,0,5,25,0,0,0,0,0,0,0,0,0.1557,0.9341,7572,235.7654,0.14441,982.8542,1104.6601,13,0.4048,12,0.3736,13,44,1.37,9366,5159,160.6331,0.183746,9145,173,34,139,111,0,5.3866,3365,3318,62,3290,3351,57,75,-33,5,4976,5362,98,5043,5449,91,-67,-87,7
Summer,0,1,10.15,3,Blue,mid,Ryoma,100 Thieves,Zoe,Orianna,Ornn,Ashe,Blitzcrank,Trundle,1927,0,0,3,0,5,25,0,0,0,0,0,0,0,0,0.1557,0.9341,13865,431.7073,0.264428,263.4769,125.9782,20,0.6227,1,0.0311,10,24,0.7473,9524,5317,165.5527,0.189373,10615,231,215,16,16,0,7.1925,3246,4617,83,3787,5466,83,-541,-849,0,4885,7059,130,6751,8646,138,-1866,-1587,-8
Summer,0,1,10.15,4,Blue,bot,Cody Sun,100 Thieves,Caitlyn,Orianna,Ornn,Ashe,Blitzcrank,Trundle,1927,0,2,4,0,5,25,0,0,0,0,0,0,0,0,0.1557,0.9341,9053,281.8786,0.172655,476.1079,224.3695,12,0.3736,12,0.3736,4,33,1.0275,12692,8485,264.193,0.302199,12450,289,263,26,26,0,8.9984,3439,3106,81,3824,2887,70,-385,219,11,5188,4767,128,5497,5270,120,-309,-503,8
Summer,0,1,10.15,5,Blue,sup,Poome,100 Thieves,Nautilus,Orianna,Ornn,Ashe,Blitzcrank,Trundle,1927,0,0,10,2,5,25,0,0,0,0,0,0,0,1,0.1557,0.9341,2796,87.0576,0.0533242,533.0877,686.0301,32,0.9964,7,0.218,14,54,1.6814,6252,2045,63.6741,0.0728427,5900,37,37,0,0,0,1.152,2261,2253,13,2339,2737,12,-78,-484,1,3243,3425,19,3578,4743,21,-335,-1318,-2
Summer,0,1,10.15,1,Blue,top,Ssumday,100 Thieves,Gangplank,Ornn,Orianna,Ashe,Urgot,Thresh,1884,1,3,0,9,14,2,0,0,0,0,1,1,0,0,0.4459,0.5096,19502,621.0828,0.22946,534.3631,525.6688,17,0.5414,3,0.0955,7,37,1.1783,15783,11664,371.465,0.289846,14358,300,286,14,0,10,9.5541,3688,4435,80,2745,4435,61,943,0,19,6075,7184,134,4468,7418,111,1607,-234,23
Summer,0,1,10.15,2,Blue,jng,Contractz,100 Thieves,Graves,Ornn,Orianna,Ashe,Urgot,Thresh,1884,1,1,2,6,14,2,0,0,0,0,1,0,1,0,0.4459,0.5096,11854,377.5159,0.139474,713.0255,673.3121,9,0.2866,9,0.2866,8,49,1.5605,10803,6684,212.8662,0.166095,9675,211,38,173,98,14,6.7197,3110,3324,65,3045,3184,61,65,140,4,4647,5567,100,4642,4701,88,5,866,12
Summer,0,1,10.15,3,Blue,mid,Ryoma,100 Thieves,Syndra,Ornn,Orianna,Ashe,Urgot,Thresh,1884,1,5,0,7,14,2,0,0,0,0,0,0,0,0,0.4459,0.5096,30376,967.3885,0.357403,310.8917,266.8153,15,0.4777,5,0.1592,7,36,1.1465,13048,8929,284.3631,0.221883,11750,275,251,24,24,0,8.758,3100,4371,81,3191,4647,85,-91,-276,-4,5330,7387,138,4817,7168,132,513,219,6
