split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,1,3,10.16,9,Red,bot,Doublelift,Team SoloMid,Senna,Kalista,Olaf,Tahm Kench,Orianna,Lee Sin,2162,1,4,2,9,18,10,1,0,0,0,0,0,0,0,0.4995,0.7771,18740,520.074,0.245019,382.3959,250.6013,13,0.3608,14,0.3885,3,41,1.1378,14465,9779,271.3876,0.227345,12125,288,276,12,12,0,7.9926,3533,3906,93,3335,3577,91,198,329,2,5459,6461,151,5920,6149,152,-461,312,-1
Summer,1,3,10.16,10,Red,sup,Biofrost,Team SoloMid,Rakan,Kalista,Olaf,Tahm Kench,Orianna,Lee Sin,2162,1,0,1,12,18,10,0,0,0,0,0,0,0,0,0.4995,0.7771,3911,108.5384,0.0511349,415.1989,478.0851,54,1.4986,30,0.8326,13,107,2.9695,7851,3165,87.8353,0.0735795,6675,55,51,4,0,0,1.5264,2243,2185,17,2129,2472,11,114,-287,6,3335,3129,29,3018,3296,16,317,-167,13
Summer,1,4,10.16,1,Blue,top,Broken Blade,Team SoloMid,Jayce,Kalista,Olaf,Twisted Fate,Shen,Ornn,1604,1,7,6,2,18,7,0,0,0,0,1,1,0,0,0.6733,0.9352,19014,711.2469,0.348964,763.3167,482.8429,9,0.3367,5,0.187,2,17,0.6359,12141,8593,321.4339,0.246329,10275,184,168,16,9,4,6.8828,4572,4747,86,2615,3828,55,1957,919,31,6297,5797,104,4479,6186,93,1818,-389,11
Summer,1,4,10.16,2,Blue,jng,Spica,Team SoloMid,Skarner,Kalista,Olaf,Twisted Fate,Shen,Ornn,1604,1,0,1,12,18,7,0,0,0,0,0,0,0,0,0.6733,0.9352,5880,219.9501,0.107916,748.9526,1154.5511,21,0.7855,5,0.187,12,42,1.5711,9203,5655,211.5337,0.16211,7775,143,21,122,86,0,5.3491,3324,3895,58,3195,3505,72,129,390,-14,4751,5537,87,5346,5983,107,-595,-446,-20
Summer,1,4,10.16,3,Blue,mid,Bjergsen,Team SoloMid,Zilean,Kalista,Olaf,Twisted Fate,Shen,Ornn,1604,1,5,0,5,18,7,1,0,0,0,0,0,0,0,0.6733,0.9352,11608,434.2145,0.213042,513.3292,313.6908,11,0.4115,6,0.2244,3,35,1.3092,11907,8359,312.6808,0.239621,10275,263,247,16,11,4,9.8379,3150,5006,83,3435,4847,96,-285,159,-13,5664,7984,142,5075,7441,143,589,543,-1
Summer,1,4,10.16,4,Blue,bot,Doublelift,Team SoloMid,Senna,Kalista,Olaf,Twisted Fate,Shen,Ornn,1604,1,5,0,7,18,7,2,0,0,0,0,0,0,0,0.6733,0.9352,13760,514.7132,0.252537,227.207,147.606,11,0.4115,7,0.2618,3,39,1.4589,12156,8608,321.995,0.246759,9575,224,216,8,0,0,8.3791,3237,3087,83,3462,3217,99,-225,-130,-16,5213,5259,137,5144,5351,145,69,-92,-8
Summer,1,4,10.16,5,Blue,sup,Biofrost,Team SoloMid,Rakan,Kalista,Olaf,Twisted Fate,Shen,Ornn,1604,1,1,0,12,18,7,0,0,0,0,0,0,0,0,0.6733,0.9352,4225,158.0424,0.0775414,312.419,416.3342,32,1.197,13,0.4863,10,81,3.0299,7217,3669,137.2444,0.10518,6000,41,41,0,0,0,1.5337,2083,2730,14,2051,2887,11,32,-157,3,3283,4264,28,3347,4233,20,-64,31,8
Summer,0,1,10.13,1,Blue,top,Broken Blade,Team SoloMid,Wukong,Malphite,Ezreal,Karma,Orianna,LeBlanc,2322,0,0,5,2,8,13,0,0,0,0,0,0,0,1,0.2067,0.5426,9206,237.8811,0.149482,721.5245,758.3979,16,0.4134,4,0.1034,11,28,0.7235,13956,8944,231.1111,0.22175,13958,310,294,16,8,0,8.0103,2918,3768,69,3356,4869,88,-438,-1101,-19,4676,6121,113,4882,7121,123,-206,-1000,-10
Summer,0,1,10.13,2,Blue,jng,Spica,Team SoloMid,Trundle,Malphite,Ezreal,Karma,Orianna,LeBlanc,2322,0,1,1,6,8,13,0,0,0,0,0,0,0,0,0.2067,0.5426,4940,127.6486,0.080213,934.0052,859.3023,11,0.2842,17,0.4393,12,52,1.3437,10447,5435,140.4393,0.134746,10050,159,33,126,96,0,4.1085,3000,3129,62,3468,3251,62,-468,-122,0,4245,4503,86,5574,5364,95,-1329,-861,-9
Summer,0,1,10.13,3,Blue,mid,Bjergsen,Team SoloMid,Zilean,Malphite,Ezreal,Karma,Orianna,LeBlanc,2322,0,3,2,5,8,13,0,0,0,0,0,0,0,0,0.2067,0.5426,17124,442.4806,0.27805,546.77,300.0517,22,0.5685,3,0.0775,11,26,0.6718,15108,10096,260.8786,0.250313,14275,342,327,15,14,0,8.8372,3352,5071,94,3340,4611,89,12,460,5,5098,8128,145,5837,7346,141,-739,782,4
